Variable Name,Tag Variable Name - 2023,Tag Variable Name 2023 (Airtable inconsistencies),Fixed?,Full Tag Name,Equivalent Variable Name - 2022,Equivalent Variable Name - 2021,Equivalent Variable Name - 2019,2023 Description,2022 Description,2021 Description,2019 Description,Nested 2023,Nested 2022,Nested 2021,Nested 2019,In use 2023,Year removed,Years Used (Airtable - updated),Only one year used,Priority,Interest,Change Notes
practices_relevant_learning,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,relevant and contextualized learning assignments,NA,NA,relevant_learning,NA,NA,NA,Teachers develop assignments and learning experiences that are relevant to students' interests and contextualized to their lives.,NA,,NA,Tag - Specific Practice,n,2019,2018-19,Y,,,
practices_restorative,practices_restorative,This is not a parent or child tag in 2023,TRUE,restorative practices,practices_restorative,restorative_practice,restorative_practice,"Restorative practices are used to resolve conflict and strengthen relationships among individuals and within communities in ways that are intentionally restorative, developmentally appropriate, and equitably applied. (In contrast to reacting to harmful or hurtful behavior with punishment or suspension.)","Restorative practices are used to resolve conflict and strengthen relationships among individuals and within communities in ways that are intentionally restorative, developmentally appropriate, and equitably applied. (In contrast to reacting to harmful or hurtful behavior with punishment or suspension.)","Restorative practices are used to resolve conflict and strengthen relationships among individuals and within communities in ways that are intentionally restorative, developmentally appropriate, and equitably applied. (In contrast to reacting to harmful or hurtful behavior with punishment or suspension.)","Restorative practices are used to resolve conflict and strengthen relationships among individuals and within communities in ways that are intentionally restorative, developmentally appropriate, and equitably applied. (In contrast to reacting to harmful or hurtful behavior with punishment or suspension.)",not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_rigorous_coursework,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,rigorous coursework for all students,NA,NA,rigorous_coursework,NA,NA,NA,For example: ensuring marginalized students are receiving appropriately challenging material; recruitment of underrepresented students for AP or IB courses.,NA,,NA,Tag - Specific Practice,n,2019,2018-19,Y,,,
practices_sel,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,social-emotional learning,NA,sel,sel,NA,NA,"The school has a comprehensive strategy to support students' social and emotional development (e.g. self-management, social awareness, relationship skills, etc), which manifests across curriculum, school culture, classroom management, discipline, and behavior expectations.","The school has a comprehensive strategy to support students' social and emotional development (e.g. self-management, social awareness, relationship skills, etc), which manifests across curriculum, school culture, classroom management, discipline, and behavior expectations.",NA,,Tag - General Approach,Tag - General Approach,n,2021,"2018-19, 2020-21",N,,,
practices_sel_curriculum,practices_sel_curriculum,This is not a parent or child tag in 2023,TRUE,SEL curriculum,practices_sel_curriculum,sel_curriculum,sel_curriculum,The learning environment has adopted a formal classroom curriculum for social and emotional learning outside of academic subjects.,The learning environment has adopted a formal classroom curriculum for social and emotional learning outside of academic subjects.,The learning environment has adopted a formal classroom curriculum for social and emotional learning outside of academic subjects.,The learning environment has adopted a formal classroom curriculum for social and emotional learning outside of academic subjects.,not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_sel_integrated,practices_sel_integrated,This is not a parent or child tag in 2023,TRUE,SEL integration school-wide,practices_sel_integrated,sel_integrated,sel_integrated,The learning environment integrates social and emotional learning throughout the academic curriculum and other activities (in contrast to a stand-alone SEL curriculum).,The learning environment integrates social and emotional learning throughout the academic curriculum and other activities (in contrast to a stand-alone SEL curriculum).,The learning environment integrates social and emotional learning throughout the academic curriculum and other activities (in contrast to a stand-alone SEL curriculum).,The learning environment integrates social and emotional learning throughout the academic curriculum and other activities (in contrast to a stand-alone SEL curriculum).,not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_sel_plan,NA,,,commitment to whole child or SEL in strategic plan,NA,NA,sel_plan,NA,NA,NA,Development of the whole child and social-emotional competencies are a core part of the school's strategic plan.,NA,,NA,Tag - Specific Practice,n,2019,2018-19,Y,,,
practices_service_learning,practices_service_learning,This is not a parent or child tag in 2023,TRUE,service learning,practices_service_learning,service_learning,service_learning,"Students engage in meaningful community service to enrich the learning experience, learn civic responsibility, and strengthen their communities.","Students engage in meaningful community service to enrich the learning experience, learn civic responsibility, and strengthen their communities.","Students engage in meaningful community service to enrich the learning experience, learn civic responsibility, and strengthen their communities.","Students engage in meaningful community service to enrich the learning experience, learn civic responsibility, and strengthen their communities.",not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_staffing_infrastructure,NA,,,flexible staffing & infrastructure,NA,NA,staffing_infrastructure,NA,NA,NA,"The school makes creative use of staffing, systems, and resources to support student-centered learning.",NA,,NA,Tag - General Approach,n,2019,2018-19,Y,,,
practices_station_rotation,practices_station_rotation,,,station rotation,practices_station_rotation,station_rotation,station_rotation,"A blended learning model in which students rotate through stations on a fixed schedule, where at least one of the stations is an online learning station. In some cases the online learning station may be a computer lab (also known as ""lab rotation"").","A blended learning model in which students rotate through stations on a fixed schedule, where at least one of the stations is an online learning station. In some cases the online learning station may be a computer lab (also known as ""lab rotation"").","A blended learning model in which students rotate through stations on a fixed schedule, where at least one of the stations is an online learning station. In some cases the online learning station may be a computer lab (also known as ""lab rotation"").","A blended learning model in which students rotate through stations on a fixed schedule, where at least one of the stations is an online learning station. In some cases the online learning station may be a computer lab (also known as ""lab rotation"").",child,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_student_conferences,practices_student_conferences,This is not a parent or child tag in 2023,TRUE,student-led conferences,practices_student_conferences,student_conferences,student_conferences,"Students plan and lead a meeting including parents and teachers to discuss the student's learning, growth, Individual Education Program (IEP) and/or reclassification from English Learner services if applicable. (As opposed to parent-teacher conferences without students present.)","Students plan and lead a meeting including parents and teachers to discuss the student's learning, growth, Individual Education Program (IEP) and/or reclassification from English Learner services if applicable. (As opposed to parent-teacher conferences without students present.)","Students plan and lead a meeting including parents and teachers to discuss the student's learning, growth, Individual Education Program (IEP) and/or reclassification from English Learner services if applicable. (As opposed to parent-teacher conferences without students present.)","Students plan and lead a meeting including parents and teachers to discuss the student's learning, growth, Individual Education Program (IEP) and/or reclassification from English Learner services if applicable. (As opposed to parent-teacher conferences without students present.)",not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_student_data,practices_student_data,This is not a parent or child tag in 2023,TRUE,students access their own data,practices_student_data,student_data,student_data,Students (and families) can access their own learning and assessment data in real time.,Students (and families) can access their own learning and assessment data in real time.,Students (and families) can access their own learning and assessment data in real time.,Students (and families) can access their own learning and assessment data in real time.,not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_student_goals,practices_student_goals,This is not a parent or child tag in 2023,TRUE,student-led goal setting,practices_student_goals,student_goals,student_goals,"Students set and pursue their own learning goals, as well as self-assess their progress.","Students set and pursue their own learning goals, as well as self-assess their progress.","Students set and pursue their own learning goals, as well as self-assess their progress.","Students set and pursue their own learning goals, as well as self-assess their progress.",not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_student_pace,practices_student_pace,This is not a parent or child tag in 2023,TRUE,self-paced learning,practices_student_pace,student_pace,student_pace,Students determine their own pace in learning rather than being required to move at the same pace as a whole group.,Students determine their own pace in learning rather than being required to move at the same pace as a whole group.,Students determine their own pace in learning rather than being required to move at the same pace as a whole group.,Students determine their own pace in learning rather than being required to move at the same pace as a whole group.,not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_student_projects,practices_student_projects,This is not a parent or child tag in 2023,TRUE,students develop projects,practices_student_projects,student_projects,student_projects,"Students are partners and leaders in designing, implementing, and assessing projects.","Students are partners and leaders in designing, implementing, and assessing projects.","Students are partners and leaders in designing, implementing, and assessing projects.","Students are partners and leaders in designing, implementing, and assessing projects.",not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_udl,practices_udl,This is not a parent or child tag in 2023,TRUE,universal design for learning,practices_udl,udl,udl,"The learning environment is designed to proactively meet the needs of all learners by identifying barriers to learning in the design of the environment, not in the student. This helps educators differentiate to effectively instruct a diverse group of students, regardless of whether students have an Individualized Education Program (IEP).","The learning environment is designed to proactively meet the needs of all learners by identifying barriers to learning in the design of the environment, not in the student. This helps educators differentiate to effectively instruct a diverse group of students, regardless of whether students have an Individualized Education Program (IEP).","The learning environment is designed to proactively meet the needs of all learners by identifying barriers to learning in the design of the environment, not in the student. This helps educators differentiate to effectively instruct a diverse group of students, regardless of whether students have an Individualized Education Program (IEP).","The learning environment is designed to proactively meet the needs of all learners by identifying barriers to learning in the design of the environment, not in the student. This helps educators differentiate to effectively instruct a diverse group of students, regardless of whether students have an Individualized Education Program (IEP).",not nested,,Tag - Specific Practice,Tag - General Approach,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_ways_mastery,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,multiple ways to demonstrate mastery,NA,ways_mastery,ways_mastery,NA,NA,"Students can demonstrate mastery in multiple ways (e.g. portfolio, oral presentation, test, group project, etc).","Students can demonstrate mastery in multiple ways (e.g. portfolio, oral presentation, test, group project, etc).",NA,,Tag - Specific Practice,Tag - Specific Practice,n,2021,"2018-19, 2020-21",N,,,
practices_wraparound,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,wraparound services & integrated student supports,NA,NA,wraparound,NA,NA,NA,"Schools seek to remove barriers to student success by locating, partnering, coordinating, and helping students access comprehensive services that complement and are aligned with effective instruction.",NA,,NA,Tag - General Approach,n,2019,2018-19,Y,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
