Variable Name,Tag Variable Name - 2023,Tag Variable Name 2023 (Airtable inconsistencies),Fixed?,Full Tag Name,Equivalent Variable Name - 2022,Equivalent Variable Name - 2021,Equivalent Variable Name - 2019,2023 Description,2022 Description,2021 Description,2019 Description,Nested 2023,Nested 2022,Nested 2021,Nested 2019,In use 2023,Year removed,Years Used (Airtable - updated),Only one year used,Priority,Interest,Change Notes
practices_student_goals,practices_student_goals,This is not a parent or child tag in 2023,TRUE,student-led goal setting,practices_student_goals,student_goals,student_goals,"Indicates whether the school selected the tag student-led goal setting: Students set and pursue their own learning goals, as well as self-assess their progress.","Students set and pursue their own learning goals, as well as self-assess their progress.","Students set and pursue their own learning goals, as well as self-assess their progress.","Students set and pursue their own learning goals, as well as self-assess their progress.",not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_student_data,practices_student_data,This is not a parent or child tag in 2023,TRUE,students access their own data,practices_student_data,student_data,student_data,Indicates whether the school selected the tag students access their own data: Students (and families) can access their own learning and assessment data in real time.,Students (and families) can access their own learning and assessment data in real time.,Students (and families) can access their own learning and assessment data in real time.,Students (and families) can access their own learning and assessment data in real time.,not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
"practices_students_leaders
IF RETAINED NESTED: practices_colead_students",practices_students_leaders,Update to practices_colead_students; AT lists 2023 equivalent as practices_students_leaders matching dataset; but tag does not follow nested naming convention,TRUE,students as co-leaders,practices_students_leaders,NA,NA,"Indicates whether the school selected the tag students as co-leaders: The learning environment involves students in shared decision-making, and communicates how student input has informed decision-making. This may include strategies such as student advisory councils, input on curriculum and culture-setting, etc.","The learning environment involves students in shared decision-making, and communicates how student input has informed decision-making. This may include strategies such as student advisory councils, input on curriculum and culture-setting, etc.",NA,NA,child,,NA,NA,y,Not removed ,"2021-22, 2022-23",N,,,
practices_student_projects,practices_student_projects,This is not a parent or child tag in 2023,TRUE,students develop projects,practices_student_projects,student_projects,student_projects,"Indicates whether the school selected the tag students develop projects: Students are partners and leaders in designing, implementing, and assessing projects.","Students are partners and leaders in designing, implementing, and assessing projects.","Students are partners and leaders in designing, implementing, and assessing projects.",Projects are developed by students with teacher advisement. Students are likely to be working on diverse project topics and goals.,not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_industry_credentials,practices_industry_credentials,This is not a parent or child tag in 2023,TRUE,students earn industry credentials,practices_industry_credentials,industry_credentials,NA,"Indicates whether the school selected the tag students earn industry credentials: Students can earn industry-issued or recognized credentials as a verification of a their qualifications or competence, in fields such as agriculture, hospitality & tourism, health, information technology, etc.","Students can earn industry-issued or recognized credentials as a verification of a their qualifications or competence, in fields such as agriculture, hospitality & tourism, health, information technology, etc.","Students can earn industry-issued or recognized credentials as a verification of a their qualifications or competence, in fields such as agriculture, hospitality & tourism, health, information technology, etc.",NA,not nested,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_meet_professionals,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,students meet industry professionals,NA,meet_professionals,NA,NA,NA,"The school brokers connections between students and industry professionals, including methods such as job shadows, video chats, etc.",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_ell_supports,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,supports for English Language Learners,NA,NA,ell_supports,NA,NA,NA,The school goes above and beyond to support English Language Learners through additional resources and creative approaches.,NA,,NA,Tag - Specific Practice,n,2019,2018-19,Y,,,
practices_poverty_supports,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,supports for high-poverty and homeless students,NA,NA,poverty_supports,NA,NA,NA,The school goes above and beyond to support high poverty and homeless students through additional resources and creative approaches.,NA,,NA,Tag - Specific Practice,n,2019,2018-19,Y,,,
practices_immigrants_supports,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,supports for immigrants and refugees,NA,NA,immigrants_supports,NA,NA,NA,The school goes above and beyond to support immigrant and refugee students through additional resources and creative approaches.,NA,,NA,Tag - Specific Practice,n,2019,2018-19,Y,,,
practices_graduation_supports,NA,,,supports for students off-track for graduation,NA,NA,graduation_supports,NA,NA,NA,The school goes above and beyond to support students off-track for graduation through additional resources and creative approaches.,NA,,NA,Tag - Specific Practice,n,2019,2018-19,Y,,,
practices_synchronous_online,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,synchronous online learning,NA,synchronous_online,NA,NA,NA,"Online learning activities occur synchronously, where consistent groups of students participate at the same designated time.",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_devices_home,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,take home devices,NA,NA,devices_home,NA,NA,NA,The school allows students to take home school-owned devices.,NA,,NA,Tag - Specific Practice,n,2019,2018-19,Y,,,
"practices_teachers_leaders
IF RETAINED NESTED: practices_colead_teachers",practices_teachers_leaders,Update to practices_colead_teachers; AT lists 2023 equivalent as practices_teachers_leaders matching dataset; but tag does not follow nested naming convention,TRUE,teachers as co-leaders,practices_teachers_leaders,teachers_leaders,NA,"Indicates whether the school selected the tag teachers as co-leaders: The learning environment involves teachers in shared decision-making, and communicates how teacher input has informed decision-making. Teachers make decisions in areas such as learning environment success, curriculum, budget, evaluating their colleagues, selecting personnel, and more.","The learning environment involves teachers in shared decision-making, and communicates how teacher input has informed decision-making. Teachers make decisions in areas such as learning environment success, curriculum, budget, evaluating their colleagues, selecting personnel, and more.","The school involves teachers in shared decision-making, and communicates how teacher input has informed decision-making. Teachers make decisions in areas such as school success, curriculum, budget, evaluating their colleagues, selecting personnel, and more.",NA,child,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_teachers_choose_modality,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,teachers can choose instructional modality,NA,teachers_choose_modality,NA,NA,NA,"Teachers can opt into their instructional modality of choice (e.g. fully remote, fully in-person, or hybrid)",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_translanguaging,practices_translanguaging,This is not a parent or child tag in 2023,TRUE,translanguaging,NA,NA,NA,"Indicates whether the school selected the tag translanguaging: All students are encouraged to use all languages or dialects they know to make meaning, communicate, and participate in schooling without separation of languages (e.g., """"English time"""" vs. """"Spanish time""""; enforcing English use in shared spaces; or discouraging AAVE and other """"nonstandard"""" English forms).",NA,NA,NA,not nested,,NA,NA,y,Not removed ,2022-23,Y,,,
practices_trauma_informed,practices_trauma_informed,This is not a parent or child tag in 2023,TRUE,trauma-informed practices,practices_trauma_informed,trauma_informed,NA,"Indicates whether the school selected the tag trauma-informed practices: Adults are trained to recognize and respond to those who have been impacted by traumatic stress, and students are provided with clear expectations and communication strategies to guide them through stressful situations.","Adults are trained to recognize and respond to those who have been impacted by traumatic stress, and students are provided with clear expectations and communication strategies to guide them through stressful situations.","Adults in the school community are trained to recognize and respond to those who have been impacted by traumatic stress, and students are provided with clear expectations and communication strategies to guide them through stressful situations.",NA,not nested,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_tutoring,practices_tutoring,This is not a parent or child tag in 2023,TRUE,tutoring,practices_tutoring,tutoring,NA,"Indicates whether the school selected the tag tutoring: In high-impact tutoring, students work with a consistent tutor, multiple times per week, in sessions that are integrated with the learning environment's curriculum and schedule (as opposed to a supplemental or out-of-school program).","In high-impact tutoring, students work with a consistent tutor, multiple times per week, in sessions that are integrated with the learning environment's curriculum and schedule (as opposed to a supplemental or out-of-school program).","The school provides tutoring services to students. This may involve a partnership with an outside organization, or utilization of human resources beyond teachers, such as non-instructional staff, parents, or students.",NA,not nested,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_udl,practices_udl,This is not a parent or child tag in 2023,TRUE,universal design for learning,practices_udl,udl,udl,"Indicates whether the school selected the tag universal design for learning: The learning environment is designed to proactively meet the needs of all learners by identifying barriers to learning in the design of the environment, not in the student. This helps educators differentiate to effectively instruct a diverse group of students, regardless of whether students have an Individualized Education Program (IEP).","The learning environment is designed to proactively meet the needs of all learners by identifying barriers to learning in the design of the environment, not in the student. This helps educators differentiate to effectively instruct a diverse group of students, regardless of whether students have an Individualized Education Program (IEP).","The school designs learning experiences to proactively meet the needs of all learners by identifying barriers to learning in the design of the environment, not in the student. This helps educators differentiate to effectively instruct a diverse group of students, regardless of whether students have an Individualized Education Program (IEP).","Educators optimize teaching and differentiate to effectively instruct a diverse group of students, regardless of whether students have an Individualized Education Program (IEP).",not nested,,Tag - Specific Practice,Tag - General Approach,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_virtual_enrichment,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,virtual enrichment activities,NA,virtual_enrichment,NA,NA,NA,"Beyond core academics, the school engages students in enrichment activities while learning remotely.",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_wraparound,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,wraparound services & integrated student supports,NA,NA,wraparound,NA,NA,NA,"Schools seek to remove barriers to student success by locating, partnering, coordinating, and helping students access comprehensive services that complement and are aligned with effective instruction.",NA,,NA,Tag - General Approach,n,2019,2018-19,Y,,,
practices_design_marginalized,practices_design_marginalized,"The 2019 equivalent is incorrect - design_margins is it's own separate tag and needs to be added as an additional row below; the 2019 equivalent for this tag is equity

Full tag name does not match AT",TRUE,design to meet needs of students who have been marginalized,practices_design_marginalized,design_equity,equity,"Indicates whether the school selected the tag design to meet needs of students who have been marginalized: The learning environment identifies circumstances impacting students who have been most marginalized in order to intentionally design innovations that improve experiences and outcomes for those students. (Students who have been marginalized may include: students with learning differences, students in foster care, students in the justice system, students with low academic performance, students from historically disenfranchised racial and cultural groups.)","The learning environment identifies circumstances impacting students who have been most marginalized in order to intentionally design innovations that improve experiences and outcomes for those students. (Students who have been marginalized may include: students with learning differences, students in foster care, students in the justice system, students with low academic performance, students from historically disenfranchised racial and cultural groups.)","The school designs for and with historically marginalized students, with the goal of improving experiences, supports, and outcomes for these students, who may include: students with learning differences, students in foster care, students in the justice system, students with low academic performance, students from historically disenfranchised racial and cultural groups.","The school puts historically marginalized students at the center, with the goal of improving supports and outcomes for these students. Examples of marginalized students include: students with learning differences, students in foster care, students in the justice system, students with low academic performance.",parent,,Tag - General Approach,Tag - General Approach,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,
