tag,school_id,practices_a_la_carte,practices_accommodations,practices_adult_wellness,practices_advancement_mastery,practices_advisories,practices_all_courses_designed_for_inclusion,practices_anti_racist,practices_assessments_agency,practices_assessments_bilingual,practices_assessments_career,practices_assessments_deeper,practices_assessments_sel,practices_blended_learning,practices_career_prep,practices_co_leaders,practices_community_leaders,practices_community_partnerships,practices_community_supports,practices_competency_education,practices_competency_framework,practices_culturally_responsive,practices_design_marginalized,practices_design_thinking,practices_disaggregated_participation_data,practices_dual_language,practices_early_college,practices_elimination_tracking,practices_enriched_virtual,practices_expanded_open_hours,practices_extended_learning,practices_families_leaders,practices_flex,practices_flexible_facilities,practices_flexible_staffing,practices_flipped_classroom,practices_grading_mastery,practices_heritage_language,practices_hiring_equity,practices_industry_credentials,practices_industry_leaders,practices_interdisciplinary,practices_interoperability,practices_learning_paths,practices_makerspace,practices_mental_health,practices_mentoring,practices_mtss_academics,practices_multi_age,practices_opportunities_mastery,practices_other_leaders,practices_pbl,practices_peer_to_peer,practices_performance_assessment,practices_physical_well_being,practices_place_based,practices_reallocation_resources,practices_restorative,practices_sel_curriculum,practices_sel_integrated,practices_service_learning,practices_social_justice,practices_station_rotation,practices_student_conferences,practices_student_data,practices_student_goals,practices_student_pace,practices_student_projects,practices_students_leaders,practices_teachers_leaders,practices_translanguaging,practices_trauma_informed,practices_tutoring,practices_udl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_interdisciplinary,-0.222121319,0.093381641,0.317650581,-0.029864784,0.217599159,0.215594529,0.316468803,0.231662444,0.118206502,-0.161633761,0.206319598,0.22930291,0.134000804,0.120431381,0.140307649,0.286830554,0.192339324,0.260252477,-0.05132135,0.287923008,0.285705227,0.185570968,0.307059336,0.33023449,0.030659443,-0.152074586,0.102670859,0.308143212,0.117660187,0.095690924,0.221868551,0.118206502,0.034250555,0.249800741,0.276762836,0.12772484,0.204962356,-0.032218471,0.200795099,0.101822602,0.136976334,1,0.057141985,0.236769639,0.247897351,0.096140398,0.17588921,-0.026217276,0.381120761,0.251624328,0.105670788,0.412221406,0.218264363,0.304639993,0.149355449,0.408503004,0.129221992,0.215147259,0.034686853,0.265247,0.238564658,0.258533425,-0.131217936,0.22301251,0.158735578,0.286239423,0.231662444,0.359173337,0.178082781,0.227109011,-0.071248386,0.1667245,-0.065536764,0.214958257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_interoperability,-0.185531664,0.097546122,0.068577381,0.030529149,0.223755209,0.110867871,0.197475853,0.036093982,0.121346513,-0.03387595,0.050834929,0.107476137,0.173261749,0.178782631,0.02546005,0.177395792,0.073841435,0.068284439,-0.004973467,0.19752087,0.22675396,0.133654341,0.120857349,0.200535329,0.182752601,-0.055736741,-0.021543873,0.049313047,-0.044825824,0.115221999,-0.015479016,0.097899266,0.200820975,0.130520297,-0.02616685,0.151171068,0.159356466,-0.030193216,0.078536237,-0.022506459,0.162940864,0.057141985,1,0.094284869,0.087571764,0.049674744,0.310868573,0.144921899,-0.044610255,0.168206266,-0.007912872,0.056566971,0.095680152,0.095311023,0.061504184,0.08775272,0.192736851,0.137057712,0.05558413,0.120190242,0.116969804,-0.040353134,0.173636778,0.06589385,0.264447281,0.117153024,0.132064211,0.045839074,0.22795825,0.162105156,0.027529686,0.190100932,0.062225643,0.189646347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_learning_paths,-0.18897766,0.218260733,0.150872921,-0.003903975,0.263770119,0.242367435,0.108977315,0.025042668,0.149892268,-0.005160526,0.197666065,0.212696444,0.130443086,0.239837642,0.219970778,0.231837954,0.162963207,0.199611199,0.039277544,0.177974083,0.229473197,0.09556611,0.102421865,0.166157772,0.043594693,-0.043703145,0.15734223,0.122931972,0.094402972,0.097985905,0.207129547,-0.008021517,0.161809277,0.27545649,0.2089806,0.061121829,0.1907755,-0.088261748,0.032096559,0.24390103,0.145872075,0.236769639,0.094284869,1,0.17751339,0.187110628,0.196039146,-0.011226484,0.327709824,0.186065847,0.122893267,0.20540169,0.151848315,0.19641433,0.144938115,0.236194413,0.141724515,0.064700723,0.087746625,0.097299765,0.149633509,0.094901605,0.024850976,0.186387319,0.160049508,0.337811033,0.380532668,0.288356258,0.194397005,0.200675002,-0.118792429,0.123312058,0.027235027,0.105835849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_makerspace,-0.007945717,0.063884595,0.114078412,-0.047610033,0.248414467,0.068725295,0.109728345,-0.039032363,0.090391143,-0.117103992,0.091789325,0.144774558,0.072758971,0.041732846,0.087851076,0.085501058,0.014127423,0.053367197,-0.231575469,0.200043782,0.207810318,-0.017569166,0.039855976,0.386041602,-0.024974972,-0.072795607,0.077409607,0.084383105,-0.084007978,-0.035602639,0.109531838,0.029016453,0.08566136,0.308785621,0.15490155,0.130203193,0.00783335,-0.098360626,-0.104264554,0.124737761,0.151944755,0.247897351,0.087571764,0.17751339,1,-0.065911902,0.032231755,0.002663528,0.177821334,0.106634811,-0.044996021,0.101274676,0.157446005,0.156365461,-0.023252009,0.11792255,0.029109698,0.02227798,-0.058857225,0.0722158,0.153221081,0.033141787,0.070157405,0.118980239,0.087283656,0.073360927,0.044703732,0.189390841,0.142568321,0.100083841,0.010689638,-0.055063294,-0.07691539,-0.005537925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_mental_health,-0.116547804,0.061636992,0.162155101,0.063339838,-0.010770703,0.209612099,0.133041431,0.137307514,-0.074454824,0.133506062,0.103316398,0.020006077,0.186773426,0.046856449,0.123789146,0.191895396,0.203546995,0.210520315,0.32262823,-0.013473843,0.053908548,0.147364645,0.208998716,-0.088185348,0.205703029,0.042738701,0.089178858,-0.009919264,-0.00311186,0.018804733,0.151709068,0.136472498,-0.028610091,0.015143347,0.07075659,0.042686661,0.134233632,0.112466834,0.156322468,0.007127952,0.127400212,0.096140398,0.049674744,0.187110628,-0.065911902,1,0.091180391,0.150098014,-0.074695144,0.10214826,0.034118654,0.024633573,0.006863811,0.063954303,0.290349408,0.076529874,0.273700403,0.184289103,0.030445354,0.212249177,0.014542036,0.17875478,-0.090126045,0.047819484,0.157900379,0.042155521,-0.018092122,-0.022900976,0.168625215,0.182817538,0.094522757,0.355849079,0.116758195,0.120040888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_mentoring,-0.08903809,0.114506852,0.194305533,0.061454123,0.141715122,0.251826993,0.188611652,0.199299281,0.110636207,-0.015506439,0.149402708,0.065942541,0.231942499,0.205966842,0.178798892,0.18028538,0.159618806,0.188611652,0.156267018,0.168591958,0.191992357,0.222937815,0.293323484,0.182835645,0.175290388,-0.068377749,0.082690215,0.152148358,0.057782724,0.150809428,0.1897759,0.149720919,0.196543109,0.153549861,0.140118239,0.122753395,0.092630249,0.027693985,0.147327164,0.027821219,0.131725199,0.17588921,0.310868573,0.196039146,0.032231755,0.091180391,1,0.069164438,0.041319171,0.121372818,0.091876097,0.205801272,0.268934831,0.167770819,0.149550152,0.168167334,0.183778696,0.249887377,0.067016988,0.201653319,0.290943888,0.176890406,0.114069044,0.108568554,0.188561322,0.275922878,0.231294241,0.157711543,0.18266881,0.152212179,0.087935455,0.207287454,0.238348726,0.135309361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_mtss_academics,0.11342407,0.0589723,0.056293697,0.152756225,0.04460466,0.133867272,0.051022119,0.088482568,0.064984751,0.158115726,0.049962477,0.102260504,0.010023842,-0.044878148,0.061875784,0.013751438,0.046501862,-0.00564404,0.106649667,0.035722341,0.012100478,0.085467178,0.12680212,0.022412993,0.211039548,-0.009656955,-0.072877069,0.119030926,0.079657846,0.006528243,-0.044878148,0.085553695,0.117570333,-0.038532345,-0.039408949,0.092010793,0.17666103,-0.039264351,0.048440996,0.03098347,0.079866339,-0.026217276,0.144921899,-0.011226484,0.002663528,0.150098014,0.069164438,1,-0.110500091,0.023447547,-0.077314111,0.052698466,-0.041298056,0.125308428,-0.007267013,-0.015852877,0.225862293,0.044347615,0.124573393,0.052298138,-0.019665992,0.102444071,0.052924605,-0.052787156,0.096558696,0.008878917,-0.096733786,-0.090442273,0.07303674,0.015852877,0.016184451,0.205987545,0.125536604,0.273698922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_multi_age,-0.065689559,0.194303249,0.233159221,-0.07059537,0.236322585,0.026255059,0.143114346,0.056579736,0.158104668,-0.076430205,0.211365564,0.107305697,0.017305313,0.160300382,0.100541359,0.184574271,0.123619894,0.143114346,-0.087252732,0.253845655,0.302865265,0.048189159,0.116173833,0.148153822,-0.086731407,-0.013918854,0.094695031,0.166837487,0.122754699,0.108736863,0.079278643,0.099429057,0.114367991,0.206578985,0.272033855,0.046611373,0.144096034,0.032019999,0.019646745,0.23210577,0.047271613,0.381120761,-0.044610255,0.327709824,0.177821334,-0.074695144,0.041319171,-0.110500091,1,0.132313655,-0.020029186,0.197909852,0.078029583,0.105525652,0.080638812,0.34319212,0.053739801,-0.010043661,-0.043536019,0.046607419,0.147436947,0.079943909,-0.107282179,0.02913675,0.078101081,0.230946018,0.376794251,0.278638325,0.161092265,0.1538073,-0.02813379,0.064232027,-0.082764837,0.120622639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_opportunities_mastery,-0.133595457,0.046723025,0.221335674,-0.019369521,0.238271226,0.192752866,0.24054245,0.011236928,0.132474132,-0.160085149,0.139437585,0.274173863,0.159946421,0.062784194,0.138265762,0.266706042,0.051691411,0.067172299,-0.007548214,0.380482458,0.247040862,0.070976698,0.15474861,0.160425626,0.118437704,-0.123157921,0.05464836,0.115680086,0.078771598,0.110160976,0.023680391,0.156073144,0.008778552,0.172973239,0.073570493,0.139492152,0.356062719,-0.087195553,0.047807296,0.059133098,0.134327429,0.251624328,0.168206266,0.186065847,0.106634811,0.10214826,0.121372818,0.023447547,0.132313655,1,0.00659097,0.163360817,0.125020335,0.325378282,0.108073346,0.115680086,0.165500378,0.148430352,0.108163382,0.126574236,0.142362057,0.01230737,-0.003501215,0.155054526,0.307566611,0.231491173,0.223738011,0.161475194,0.167189874,0.25186044,0.005947763,0.130392837,-0.015423412,0.223738011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_other_leaders,0.101956928,-0.05252692,-0.015993396,0.052506276,-0.116985627,0.0545905,0.022748745,0.017772404,-0.073760319,0.021148698,0.005142433,-0.028821284,0.039600221,-0.053731384,-0.047670901,0.110314233,0.014135257,0.022748745,0.050337449,-0.059969131,-0.014384979,0.016767882,0.013051223,-0.06416744,0.0235696,0.033145646,-0.047137476,0.041752821,-0.040799069,-0.029647762,-0.053731384,0.135830324,0.019332841,0.0545905,0.06416744,-0.046356447,-0.111613691,-0.038426779,0.051401738,0.035665065,0.104359703,0.105670788,-0.007912872,0.122893267,-0.044996021,0.034118654,0.091876097,-0.077314111,-0.020029186,0.00659097,1,0.001129295,-0.03364688,-0.026172997,-0.055652745,-0.015514709,0.044105052,0.02391746,0.0652368,-0.045899458,0.029081522,0.038257043,0.007699826,0.025678423,-0.109015651,-0.013535359,0.074963087,0.107517251,0.014760599,0.130049771,-0.040799069,0.001850309,-0.053731384,0.074963087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_pbl,-0.157032258,0.125007556,0.173163679,0.006717507,0.071112486,0.188921869,0.249150823,0.147564833,0.115697383,0.014465569,0.11217769,0.265266064,0.06599043,0.077757772,0.256747874,0.202540815,0.115991959,0.315987506,0.084133144,0.179997049,0.178324331,0.187238902,0.181285754,0.291431736,-0.075012684,-0.021101843,0.067860909,0.241887825,0.107078817,0.000778646,0.218458498,0.067176008,0.019920347,0.148253439,0.10949655,0.096854223,0.17825829,-0.021507409,0.141167281,0.167022865,0.121887141,0.412221406,0.056566971,0.20540169,0.101274676,0.024633573,0.205801272,0.052698466,0.197909852,0.163360817,0.001129295,1,0.067657567,0.297381711,0.079405877,0.361207531,0.074833351,0.176978547,0.005184897,0.130933618,0.205920765,0.293220486,-0.073735937,0.178419754,0.069403721,0.184547211,0.147564833,0.381239975,0.122025651,0.215504384,-0.080085411,0.045860924,-0.103143162,0.087985037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_peer_to_peer,-0.159920726,0.060515601,0.202053561,-0.006182097,0.157540744,0.118534382,0.165393711,0.209175417,0.069349417,0.018816861,0.135825001,0.170831256,0.118432676,0.111108064,0.055564488,0.159553687,0.059633944,0.093632568,0.184369348,0.08605661,0.215938697,0.066742861,0.057499045,0.243746234,0.120197795,-0.02558523,0.089552587,0.111395377,0.065089979,0.011773887,0.24059442,0.14749399,0.073824249,0.21678027,0.159817782,0.069674972,0.078736475,-0.057266607,0.093658211,0.012501522,0.167300352,0.218264363,0.095680152,0.151848315,0.157446005,0.006863811,0.268934831,-0.041298056,0.078029583,0.125020335,-0.03364688,0.067657567,1,0.101574413,0.085690519,0.12740926,0.112149243,0.191749469,-0.009378111,0.194120258,0.115756059,0.134297178,0.055981234,0.218593146,0.175960342,0.16826343,0.177190629,0.134864596,0.140736091,0.112798985,0.034946834,0.127088125,0.078736475,0.033259082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_performance_assessment,-0.07984073,0.064584149,0.19139822,-0.01655957,0.15375223,0.360636852,0.223864091,0.214913599,0.203496983,-0.032778826,0.233273947,0.404886638,0.01598274,0.039478365,0.375459151,0.166867669,0.044192498,0.243166697,0.012951,0.383373307,0.199430006,0.102316983,0.223580604,0.145243844,0.045764592,-0.006336652,0.184723877,0.325309114,0.096650262,0.080730091,0.213627217,0.056359452,0.09478225,0.149224201,0.097913311,0.103673685,0.265871873,0.046109407,0.131417999,0.240150425,0.130469159,0.304639993,0.095311023,0.19641433,0.156365461,0.063954303,0.167770819,0.125308428,0.105525652,0.325378282,-0.026172997,0.297381711,0.101574413,1,0.014852492,0.273619356,0.176907239,0.139938812,0.109679642,0.108526603,0.211769478,0.151757663,-0.018711201,0.125048474,0.30633373,0.268774778,0.197706801,0.202693005,0.19232307,0.174358546,-0.033078165,0.068056227,0.039478365,0.197706801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_physical_well_being,-0.157242459,0.032395673,0.239701973,0.149066004,0.05938243,0.098490083,0.212231313,0.103045136,-0.033881267,0.081865016,0.126331508,0.03654694,0.180642832,0.109509157,0.075094797,0.180564971,0.220732968,0.175480668,0.32654591,0.044337999,0.129356653,0.331451086,0.218790311,0.026678373,0.076414648,0.04707128,-0.019403188,0.122853176,0.017958634,0.181033614,0.159244015,0.086178,0.026505897,0.182346972,0.022923639,0.045252857,0.092930871,0.011782847,0.231185009,-0.002014218,0.091897979,0.149355449,0.061504184,0.144938115,-0.023252009,0.290349408,0.149550152,-0.007267013,0.080638812,0.108073346,-0.055652745,0.079405877,0.085690519,0.014852492,1,0.122853176,0.28373567,0.145240691,0.095397307,0.230764686,0.150188532,0.168925682,0.030450598,0.098409154,0.221331685,0.115213174,0.119425332,0.110927573,0.113668913,0.139582119,-0.012915456,0.279749364,0.092930871,0.004763961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_place_based,-0.112295894,0.157235465,0.176784885,0.005040932,0.083668026,0.247410402,0.195969274,0.18754413,0.233866791,-0.04073594,0.204138732,0.225087667,0.215961168,0.150011787,0.153461807,0.242920659,0.202998194,0.303996261,0.053667062,0.212258675,0.21997956,0.122052359,0.192324569,0.143479488,-0.030617284,-0.050578461,0.068800794,0.228582405,0.071710618,0.164795133,0.214986694,0.096624322,0.061191927,0.181678715,0.29392964,0.084342863,0.117524334,0.072568965,0.143723665,0.129127873,0.128971289,0.408503004,0.08775272,0.236194413,0.11792255,0.076529874,0.168167334,-0.015852877,0.34319212,0.115680086,-0.015514709,0.361207531,0.12740926,0.273619356,0.122853176,1,0.16308621,0.203217894,0.074390926,0.064331904,0.275697417,0.302531231,-0.092583291,0.237933175,0.099525583,0.324869844,0.2677923,0.238532215,0.18500144,0.221411192,0.041459584,0.054197661,-0.077400387,0.18754413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_reallocation_resources,-0.193980872,0.262217121,0.215917617,0.034890025,0.015236778,0.251545157,0.222579417,0.23728808,0.065797449,-0.011528845,0.250063846,0.145267708,0.136897589,0.218118911,0.204342803,0.181229334,0.145367101,0.186512643,0.157623084,0.084869833,0.138181166,0.186907189,0.240024071,-0.021074838,0.271831443,-0.069001892,0.064183948,0.195280184,0.046113295,0.140269111,0.120500165,0.105072501,0.112780936,0.169248709,0.118432835,0.171453821,0.185579329,0.077005868,0.098432532,0.17494121,0.090005708,0.129221992,0.192736851,0.141724515,0.029109698,0.273700403,0.183778696,0.225862293,0.053739801,0.165500378,0.044105052,0.074833351,0.112149243,0.176907239,0.28373567,0.16308621,1,0.103917565,0.060692958,0.128141354,0.1478408,0.173399269,-0.001664845,0.1584721,0.296922494,0.212989347,0.076534212,0.110125382,0.146686113,0.19104751,0.137012016,0.236836994,0.169309538,0.189061919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_restorative,-0.117465316,0.061810478,0.114076778,0.214631458,0.141301016,0.226044781,0.247102801,0.342068907,0.09991545,0.104997436,0.043892422,0.093514849,0.269027126,0.061778618,0.09066286,0.205749655,0.07895531,0.126631186,0.155844185,0.123883942,0.198443499,0.38447738,0.32442946,0.201251902,0.119619371,0.068399241,-0.004818578,0.221140484,-0.059945119,-0.032436247,0.116123594,0.121780121,0.011109031,0.061110944,0.160080197,0.078825876,0.134238586,-0.011601689,0.334811471,-0.122465695,0.048280997,0.215147259,0.137057712,0.064700723,0.02227798,0.184289103,0.249887377,0.044347615,-0.010043661,0.148430352,0.02391746,0.176978547,0.191749469,0.139938812,0.145240691,0.203217894,0.103917565,1,0.136877974,0.226752985,0.095707185,0.43224028,0.12493663,0.253252764,0.142013592,0.252454314,0.03779373,0.203889959,0.190592217,0.226924269,0.176206392,0.326310049,0.098008602,0.163083509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_sel_curriculum,0.02103466,0.118925386,-0.001483775,0.192075574,0.017344685,0.076922164,0.108977315,0.138153122,0.130153045,0.040288317,-0.050985032,0.090409908,0.198939351,-0.087243304,-0.056336349,-0.034483906,0.075794821,-0.036036899,0.022596218,0.013134619,0.002774065,0.114146353,0.045754955,-0.04587696,0.060826611,-0.068188613,-0.077834544,0.02584988,-0.027422971,-0.008024708,-0.087243304,-0.047499963,0.026953289,0.04383311,0.013256232,0.006330475,0.076297169,0.039979634,0.11532214,-0.07671138,0.122887837,0.034686853,0.05558413,0.087746625,-0.058857225,0.030445354,0.067016988,0.124573393,-0.043536019,0.108163382,0.0652368,0.005184897,-0.009378111,0.109679642,0.095397307,0.074390926,0.060692958,0.136877974,1,0.134080248,0.101296301,0.062602889,0.024850976,0.138040901,0.094808052,0.085207549,0.008884031,-0.030044065,-0.008206379,-0.042030229,0.063946486,0.156116855,-0.021827115,0.154311758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_sel_integrated,-0.196472354,0.077627373,0.180981624,0.058836698,0.132704871,0.165863448,0.13077093,0.218173329,-0.006125837,0.066229901,0.053531551,0.139229281,0.261091577,0.075099536,0.032530403,0.219052099,0.08899613,0.069380338,0.092583158,0.118400183,0.169328882,0.182177251,0.201770725,0.100354306,0.13570818,0.000770891,-0.051073939,0.137396646,0.066025712,0.083042544,0.019712709,0.038441844,-0.004043573,0.184540759,0.120601228,0.006653682,0.259722294,-0.021629462,0.143888631,-0.107669663,0.060267742,0.265247,0.120190242,0.097299765,0.0722158,0.212249177,0.201653319,0.052298138,0.046607419,0.126574236,-0.045899458,0.130933618,0.194120258,0.108526603,0.230764686,0.064331904,0.128141354,0.226752985,0.134080248,1,0.170444852,0.133065965,0.039200813,0.148225397,0.175840111,0.208213593,0.072239936,0.159561099,0.167516357,0.154862321,0.066025712,0.344148022,0.001250433,0.108723285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_service_learning,-0.222579434,0.050593357,0.189650953,-0.037004666,0.108887843,0.185023071,0.069286952,0.044253604,0.08991808,0.012894796,0.298259416,0.075104245,0.141165222,0.158404043,0.22961035,0.178014677,0.163416887,0.284433651,-0.027805459,0.216888612,0.123725371,0.080392005,0.147229114,0.116332581,0.14762241,-0.059049871,0.135898442,0.08365287,0.076450153,0.072478293,0.352510218,0.128965551,0.023913431,0.086839581,0.077255117,0.109681878,0.142228529,0.048639383,0.029844023,0.143465623,0.183496879,0.238564658,0.116969804,0.149633509,0.153221081,0.014542036,0.290943888,-0.019665992,0.147436947,0.142362057,0.029081522,0.205920765,0.115756059,0.211769478,0.150188532,0.275697417,0.1478408,0.095707185,0.101296301,0.170444852,1,0.18741299,0.033021192,0.179399254,0.238578198,0.288533833,0.172111499,0.220757471,0.236717588,0.172406525,0.016202152,0.175160345,0.158404043,-0.003693107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_social_justice,-0.174722735,0.049630474,0.14355065,0.114235781,-0.017583999,0.282353196,0.210199036,0.545791142,0.044906233,0.129602719,-0.028742049,0.11936604,0.096580442,-0.057099407,0.045257063,0.194989876,0.105608204,0.138318984,0.154631419,0.100457231,0.117613625,0.411981656,0.299013003,0.171227183,0.123731871,0.086166844,0.05075536,0.270450395,-0.086248794,0.061409399,0.072601508,0.103611777,-0.105016566,-0.06207719,0.103651068,-0.005085504,0.105026737,0.065972054,0.393003871,-0.080550343,0.027778297,0.258533425,-0.040353134,0.094901605,0.033141787,0.17875478,0.176890406,0.102444071,0.079943909,0.01230737,0.038257043,0.293220486,0.134297178,0.151757663,0.168925682,0.302531231,0.173399269,0.43224028,0.062602889,0.133065965,0.18741299,1,0.000497698,0.181083717,0.055143141,0.191755046,0.017167659,0.139853545,0.167042608,0.242842982,0.125102854,0.171480757,-0.024674178,0.193375487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
