school_id,nominator_id,conf_status,school_name,school_city,school_state,school_district,school_within_school,nominator,nominator_reason,school_purpose,school_model,stage_n,implementation_years,blended_learning,competency_education,equity,experiential,staffing_infrastructure,learner_agency,maker,pbl,redefining_success,sel,udl,wraparound,station_rotation,flipped_classroom,lab_rotation,individual_rotation,flex,a_la_carte,enriched_virtual,opportunities_mastery,advancement_mastery,performance_assessment,grading_mastery,assessment_schedule,competency_framework,equity_plan,reallocation_resources,design_margins,restorative_practice,culturally_relevant,rigorous_coursework,elimination_tracking,graduation_supports,poverty_supports,immigrants_supports,ell_supports,flexible_staffing,flexible_facilities,flexible_schedule,real_time_data,quality_materials,oer,multi_age,devices_home,integrated_data,student_goals,student_pace,learning_paths,learner_profiles,student_conferences,student_data,projects_primary,student_projects,interdisciplinary,real_world,exhibitions,portfolios,career_prep,outside_credit,service_learning,local_focus,local_global,design_thinking,community_partnerships,makerspace,measures_college,measures_career,measures_deeper,measures_purpose,measures_sel,measures_climate,sel_plan,sel_curriculum,sel_integrated,circles,advisories,hiring_practices,relevant_learning,information_formats,ways_mastery,accommodations,data_instruction,adaptive_content,mentoring,mental_health,physical_health,community_support,open_hours,t1_confirmed_s,t2_confirmed_s,tag_evaluation_n,why_tag_evaluation_n,suggested_tags_n,tag_evaluation_s,why_tag_evaluation_s,nces_id,state_id,website,school_type,charter,magnet,no_grades,pk_grade,kg_grade,1_grade,2_grade,3_grade,4_grade,5_grade,6_grade,7_grade,8_grade,9_grade,10_grade,11_grade,12_grade,13_grade,ug_grade,ae_grade,low_grade,high_grade,level,CCD_student_count,native_count,native_percent,asian_count,asian_percent,hispanic_count,hispanic_percent,black_count,black_percent,white_count,white_percent,multiple_races_count,multiple_races_percent,hawaiian_native_count,hawaiian_native_percent,total_race_count,lunch_program,locale,locale_original,FRPL_count,FRPL_percent,direct_certification_count,direct_certification_percent,title_i_status,CRDC Total Enrollment,IDEA_percent,LEP_percent
171,124,Nominated,Rocky Mountain School of Expeditionary Learning,Denver,Colorado,Expeditionary Learning BOCES,No,Education Reimagined,"RMSEL is one of the three original Expeditionary Learning schools in the country created through an intergovernmental agreement between 5 districts in the Denver-metro area, Outward Bound, and a non-profit professional learning organization called PEBC. It serves and admits students from both high-income and extremely low-income backgrounds.   RMSEL is a K-12 environment serving approximately 480 learners all on one campus. The lower school has separate K and 1st grade classrooms, and has multi-aged classrooms after that in which learners stay with crew leaders for 2 years. The middle school program has 6th as stand-alone and mixed 7/8 classrooms. In the high school, crews are mixed age with Advisors that stay with them for 4 years.   The school is an exemplar of expeditionary learning and is one of a handful of schools in the country that can still use that designation. In addition to interdisciplinary expeditions, ELA and math, the curriculum comprises an Adventure curriculum, which aligns with Kurt Hahn's original vision of allowing human beings to learn about themselves in nature. The school embraces the importance of and tracks learners against academic, socio-emotional and character values. Service and regular expeditions into the world outside school to learn are a core part of the program.  Another highlights of the is its Passages process in 3rd, 5th, 8th, 10th and 12th graders. Learners present their learning, growth and personal development to volunteer adults from the wider community through portfolios that they have compiled over multiple years. This is in addition to regular exhibitions throughout the year.  The lower, middle and upper schools are designed differently with an eye towards the developmental needs of that age band. Relationship and learner agency are highly valued. It is great example of a school that integrates many elements into a coherent whole.  RMSEL, as a program, really reflects emerging research about the beneficial impact on human development and well-being of engagement/interaction with the natural world. It's not something many schools are paying a lot of attention to to the extent this school does.",,,Mature and going strong (more than 3 years),,,1,,1,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,"expeditionary learning, developmentally-aligned, wellness-focused",,,080000400709,CO-9130-2840,,Regular School,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,"Elementary, Middle, High",393,–,,10,2.54%,44,11.20%,11,2.80%,295,75.06%,33,8.40%,–,,393,Yes participating without using any Provision or the CEO,Urban,"City, Large",26,6.6%,15,3.8%,Not a Title I school,398,13.3,1.0
173,138,Nominated,Salem Church Elementary,Richmond,Virginia,Chesterfield County Public Schools,Not sure,PowerMyLearning,Family Engagement Innovation Strong/supportive leadership,,,Early stage (0-3 years),,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Family engagement,,,510084000348,VA-021-0210720,,Regular School,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,583,1,0.17%,4,0.69%,115,19.73%,123,21.10%,313,53.69%,26,4.46%,1,0.17%,583,Yes participating without using any Provision or the CEO,Suburban,"Suburban, Large",272,46.7%,,,Title I schoolwide school,610,13.1,8.0
181,61,Nominated,Shamrock Garden Elementary School,Charlotte,North Carolina,Charlotte-Mecklenburg Schools,No,Anonymous,"Shamrock Gardens, in the large, urban Charlotte-Mecklenburg district, has embraced the use of the Opportunity Culture model throughout the school, through careful, thoughtful planning and budgeting to extend the reach of its excellent teachers. The school ""exceeds growth"" under the state definition. An Opportunity Culture school extends the reach of excellent teachers and their teams to more students, for more pay, within the school's recurring budget. Multi-Classroom Leadership is the foundation of an Opportunity Culture; multi-classroom leaders (MCLs) lead a small teaching team, providing instructional guidance and frequent, on-the-job development, while continuing to teach part of the time. The schools redesign schedules to provide additional school-day time for teacher planning, coaching and collaboration. MCLs typically lead the introduction of more effective curricula, instructional methods, classroom management and schoolwide culture-building. Accountable for the results of all students in the team, multi-classroom leaders earn substantial pay supplements, within the regular school budget. The school design teams reallocate school budgets to fund pay supplements permanently, in contrast to temporarily grant-funded programs.",,,Mature and going strong (more than 3 years),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Opportunity Culture,,,370297001271,NC-600-527,http://schools.cms.k12.nc.us/shamrockgardensES,Regular School,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,488,3,0.61%,7,1.43%,121,24.80%,205,42.01%,142,29.10%,9,1.84%,1,0.20%,488,Yes participating without using any Provision or the CEO,Urban,"City, Large",485,99.4%,,,Title I schoolwide school,491,6.5,13.0
182,114,Nominated,Shannon High School,Haltom City,Texas,Birdville iSD,No,Anonymous,,,,Early stage (0-3 years),,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Alternative high school,,,481023013066,TX-220902-220902012,http://schools.birdvilleschools.net/Domain/1272,Alternative School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,145,1,0.69%,7,4.83%,81,55.86%,12,8.28%,39,26.90%,3,2.07%,2,1.38%,145,Missing,Suburban,"Suburban, Large",82,56.6%,,,Not a Title I school,213,24.9,10.3
187,52,Nominated,Sisu Academy,San Diego,California,N/A,No,Anonymous,"This is a tuition-free, private boarding school for at-risk girls (including those who are homeless or in foster care) that is a student-centered learning environment that incorporates STEAM, design thinking, and project based learning.  ",,,Early stage (0-3 years),,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,134,Nominated,Soaring Heights Pk-8,Erie,Colorado,St Vrain Valley Schools,Yes,Anonymous,"Schools built in partnership with research hospital, leveraging recent break-throughs in the science of learning",,,Early stage (0-3 years),,,1,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,080537006739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,112,Nominated,Summit Public Schools,Redwood City,California,Summit Schools,No,Anonymous,"Competency based progression is a central practice of Summit schools.  Students move through their 'playlists' at their own pace, and move on only once content knowledge mastery is demonstrated.  However, progression based on competency is constrained to content and projects within a school year, that is, students advance grades, and pursue their respective courses, as an age-based cohort.  For content learning, students decide when they're ready to take assessments, receive immediate feedback, and can review materials or practice to incorporate the feedback, and then re-assess when they're ready.  During project time too, teachers check in with students to give feedback as needed. Learner autonomy and agency are a priority in Summit schools.  Students have a fair amount of independent control over their learning time in school, and are scaffolded in this self-regulation through check-ins with teachers and their mentor.     ",,,Mature and going strong (more than 3 years),,1,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,069100513776,CA-0710074-0129684,http://www.k2.summitps.org,Regular School,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7,12,High,321,1,0.31%,42,13.08%,109,33.96%,68,21.18%,47,14.64%,54,16.82%,0,0.00%,321,No,Suburban,"Suburban, Large",162,50.5%,,,Title I schoolwide school,,,
202,137,Nominated,Temple View Elementary,Idaho Falls,Idaho,Idaho Falls School District,No,Educurious,"Fully project-based, STEM elementary school.  Has achieved STEM certification from AdvancED.  Has a maker space for students. Uses technology in deep and effective ways.",,,Early stage (0-3 years),,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Strong adult collaboration,,,160153000269,ID-091-0414,,Regular School,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,6,Elementary,488,6,1.23%,1,0.20%,138,28.28%,0,0.00%,333,68.24%,10,2.05%,0,0.00%,488,No,Urban,"City, Small",292,59.8%,,,Title I schoolwide school,473,10.6,9.7
207,93,Nominated,Don Tyson School of Innovation,Springdale,Arkansas,Springdale School District,No,CSSR (Center for Secondary School Redesign),"Springdale is the 2nd largest school district in Arkansas.  The District obtained a waiver from the State to create Don Tyson School of Innovation (DTSOI) which was was based on a desire to move to student centered, competency based education.  DTSOI has benefited from the district transition from methodologies that were largely teacher-directed, and teacher-centered, towards a student-centered learning environment that promotes student voice and choice. The school includes a focus on an Anytime Anyplace vision for learning particularly the work that the district had to do to allow for flexible scheduling and flexible pacing within Arkansas' highly regulated education climate. Student learning is personalized by grouping students in ""School of Innovation Institutes"" that are aligned by career and educational interest.   School of Innovation Institutes:   â‚¬?	Business, Information Technologies, Environmental/Alternative Energy, EAST, Robotics/Mechatronics, Craft Skills, Medical Services, Agriculture Advisory:  At School of Innovation our overall mission is to empower students through personalized education.  At the heart of this mission is our advisory program.   â‚¬?	Through advisory, every student will be in a small group of peers that is facilitated by a caring School of Innovation staff member.    â‚¬?	This group will stay together through the tenth grade year working on personalized learning plans, career exploration, community partnerships, and team building activities.  Beginning the eleventh grade year, advisors may change depending on focus/area of study.   â‚¬?	The purpose of advisory is to empower students through mentoring relationships and ownership over learning.   â‚¬?	Advisory is the place where all students have a chance to be known, understood, and encouraged toward their future goals.  ",,,Early stage (0-3 years),,1,1,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,051266001633,AR-7207000-7207703,http://www.sdale.org,Regular School,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7,12,High,502,4,0.80%,9,1.79%,195,38.84%,6,1.20%,253,50.40%,11,2.19%,24,4.78%,502,Yes participating without using any Provision or the CEO,Rural,"Rural, Fringe",184,36.7%,93,18.5%,Title I schoolwide school,,,
213,72,Nominated,Valley New School,Appleton,Wisconsin,Appleton Area School District,No,EdVisions,"Very innovative personalized approach to learning driven by unique and transformative personal learning plans.  No set courses, entirely project-based and experiential.  Teacher run. ",,,Mature and going strong (more than 3 years),,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,550039003341,WI-0147-0460,http://www.aasd.k12.wi.us,Regular School,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7,12,High,69,1,1.45%,1,1.45%,1,1.45%,–,,65,94.20%,1,1.45%,–,,69,Yes participating without using any Provision or the CEO,Urban,"City, Small",11,15.9%,,,Not a Title I school,64,0.0,0.0
217,141,Nominated,Vilas Elementary School,Alstead,New Hampshire,SAU 60,No,Anonymous,Personalized learning approaches; universal design for learning,,,Early stage (0-3 years),,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,330299000120,NH-174-26017401122970,http://sites.google.com/a/apps.sau60.org/vilas,Regular School,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,5,8,Middle,106,1,0.94%,1,0.94%,1,0.94%,–,,103,97.17%,–,,–,,106,Yes participating without using any Provision or the CEO,Rural,"Rural, Distant",47,44.3%,,,Title I schoolwide eligible school-No program,105,13.3,0.0
221,69,Nominated,Waukesha STEM Academy Saratoga Campus,Waukesha,Wisconsin,Waukesha School District,No,Anonymous,"Fully integrated STEM approach, multi aged",,,Mature and going strong (more than 3 years),,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,551578002023,WI-6174-0400,http://www.waukesha.k12.wi.us,Regular School,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,8,Elementary,798,3,0.38%,90,11.28%,69,8.65%,10,1.25%,608,76.19%,18,2.26%,–,,798,Yes participating without using any Provision or the CEO,Urban,"City, Small",76,9.5%,,,Not a Title I school,819,9.4,1.2
222,77,Nominated,Weber Elementary,Clear Lake City,Texas,Clear Creek ISD,No,Anonymous,The commitment to student centered blended learning for all students!,,,Early stage (0-3 years),,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,481428009249,TX-084910-084910125,http://www.ccisd.net,Regular School,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,925,0,0.00%,322,34.81%,350,37.84%,104,11.24%,113,12.22%,36,3.89%,0,0.00%,925,Missing,Suburban,"Suburban, Large",355,38.4%,,,Title I schoolwide school,904,8.8,33.6
227,52,Nominated,Whittle School,Washington,District of Columbia,Whittle School,No,Anonymous,"The purpose of the K-12 school network (they will open about 20 schools around the world) is to inspire students to be global citizens who are adept, creative and curious about being lifelong learners.  Each school's curriculum will reflect and capitalize on the expertise of the city in which it is located.",,,Early stage (0-3 years),,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,"connects students to a global context; incorporates STEAM (computer science, arts, music), strong emphasis on life-long learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,48,Nominated,Cesar E. Chávez Multicultural Academic Center,Chicago,Illinois,Chicago Public Schools,No,Christensen Institute,"Chávez is a vibrant PK-8 public school located in Chicago's Back of the Yards neighborhood. At Chávez, stakeholders seek to facilitate connected learning experiences; an extended school day and a variety of extracurricular programs help students to connect their experiences in and and beyond school, and to pursue goals that emerge from this interconnection. Chávez's teacher-powered blended learning models emerged from an extended-day program the school piloted in 2010. The school's current rotation and Flex models are designed specifically with its large English language learner population in mind. Blended learning here exists in conjunction with personalized learning plans, multi-grade cohorts, and extended time for students. Students can advance in certain subjects, like math and English, upon demonstrating mastery.",,,Mature and going strong (more than 3 years),,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,170993000411,IL-15-016-2990-25-1501629902886,,Regular School,No,Not reported,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,8,Elementary,965,6,0.62%,–,,924,95.75%,29,3.01%,6,0.62%,–,,–,,965,Not reported,Urban,"City, Large",957,99.2%,,,Not reported,981,10.9,46.3
