Nomination ID,Nominator Org,Publicly disclosable nominator org,Canopy School ID,Official School Name,School Name,School City,School State,District or CMO,Reason for nominating
Nominator_2023-11_Mastery Transcript Consortium_Davis Connect 7-12,Mastery Transcript Consortium,Mastery Transcript Consortium,832,Davis Connect 7-12,Davis Connect,Layton ,UT,Davis School District,This school has implemented a competency-based learning model and is or will soon be publishing Mastery Transcripts or MTC Learning Records as summative records for some or all graduates.
Nominator_2023-11_Mastery Transcript Consortium_Iron Online,Mastery Transcript Consortium,Mastery Transcript Consortium,833,Iron Online,Iron Online,Cedar City,UT,Iron County School District,This school has implemented a competency-based learning model and is or will soon be publishing Mastery Transcripts or MTC Learning Records as summative records for some or all graduates.
Nominator_2023-11_The Liber Institute_Wak̇aŋyeja Ki Ṫokeyaḣc̄i,The Liber Institute,The Liber Institute,834,Wak̇aŋyeja Ki Ṫokeyaḣc̄i,Wak̇aŋyeja Ki Ṫokeyaḣc̄i,Mission,South Dakota,,"Wak̇aŋyeja Ki Ṫokeyaḣc̄i is an immersive Lakota education that prioritizes the holistic well-being of Lakota students and the regeneration of the Lakota language and way of life. It is a multi-generational, multi-lingual learning environment that is creating a proof-point for Indigenous language immersion and preservation efforts."
Nominator_2023-11_Transcend_Charles Carroll Barrister Elementary School,Transcend,Anonymous,835,Charles Carroll Barrister Elementary School,Charles Carroll Barrister School,Baltimore,MD,Baltimore City Schools ,Charles Carroll implemenrs Success for All's tutoring model to support student literacy. 
Nominator_2023-11_Transcend_Kahuku Elementary School,Transcend,Anonymous,836,Kahuku Elementary School,Kahuku Elementary School,Kahuku,HI,Hawaii Department of Education,"Kahuku Elementary School utilized the Once model, a high-dosage, one-on-one reading-tutoring program for kindergarten students that is rooted in the science of reading."
Nominator_2023-11_Utah State Board of Education_Washington Fields Intermediate,Utah State Board of Education,Utah State Board of Education,837,Washington Fields Intermediate,Washington Fields Intermediate,St. George,UT,,
Nominator_2023-11_Transcend_Vertex Partnership Academies,Transcend,Anonymous,838,Vertex Partnership Academies,Vertex Partnership Academies,Bronx,NY,,"Vertex Partnership Academies is a character-based, International Baccalaureate public charter high schools dedicated to equality of opportunity, individual dignity, and our common humanity"
Nominator_2023-11_Transcend_Academy for Global Citizenship,Transcend,Anonymous,839,Academy for Global Citizenship,The Academy for Global Citizenship,Chicago,IL,City Of Chicago Sd 299,"Environmental sustainability roots AGC’s education in the natural world. We believe that learning in harmony with nature provides opportunities to understand the relevance of our education. Learning from natural processes is a powerful vehicle for teaching our students about the connection between their everyday choices and the health of the community, the environment, and themselves."
Nominator_2023-11_Utah State Board of Education_Freedom Prep Academy,Utah State Board of Education,Utah State Board of Education,840,Freedom Prep Academy,Freedom Preporatory Academy,Provo,UT,,Matt and his team have done a phenomenal job of building proficiency scales related to all of their pillar standards to lay the foundation for movement into true competency-based education. They have done this while continuing to focus on cognitiviely rigorous experiences for their students.
Nominator_2023-11_Utah State Board of Education_Timpanogos High School,Utah State Board of Education,Utah State Board of Education,841,Timpanogos High School,Timpanogos High School,Orem,UT,,Innovative work in Deep Learning/PCBL.
Nominator_2023-11_Utah State Board of Education_Ogden High School,Utah State Board of Education,Utah State Board of Education,842,Ogden High School,Ogden High School,Ogden,UT,,The Ogden team has used their PCBL Grant funding to build a remarkable system of asynchronous Professional Learning resources that they have incentivized their educators to engage in and collaborate on.
Nominator_2023-11_KnowledgeWorks_Westwood High School,KnowledgeWorks,KnowledgeWorks,843,Westwood High School,Westwood High School,Mesa,AZ,Mesa Public Schools,"Westwood High School is working closely with Arizona State University to incorporate a teaming model in their school as part of a larger vision of the Next Generation Workforce.

Westwood High School piloted ninth grade Academy Teams in fall of 2018 in an effort to support students in the transition to high school. The pilot team saw a decrease in discipline referrals, students reported a stronger sense of belonging, and educators indicated that the flexible schedule they developed afforded them the opportunity to dive more deeply into their content areas. 

Since that time Westwood High School has been working to spread and scale the teaming model to expand beyond the ninth grade in innovative ways including the combining of all geometry classes and incorporating personalized learning strategies and a mix of interdisciplinary courses and specialization pathways. 

Teams use flexible space and scheduling to facilitate a variety of teaching strategies that strengthen cross-curricular connections and allow for targeted small and large group instruction. 
"
Nominator_2023-11_Public Impact_Kimberly Park Elementary,Public Impact,Anonymous,844,Kimberly Park Elementary,Kimberley Park Elementary,Winston-Salem,NC,Winston-Salem/Forsyth County Schools,"Kimberley Park Elementary and its district are part of the national Opportunity Culture initiative in which schools extend the reach of excellent teachers and their teams to many more students, for more pay, with regular budgets. In the 2022-23 school year, Kimberley Park exceeded state expectations for learning growth and was removed from the state’s list of low-performing schools. The foundation of the Opportunity Culture model is the Multi-Classroom Leader, or MCL, role, an excellent teacher who leads a small teaching team, providing instructional guidance and frequent, on-the-job development while continuing to teach part of the time. Kimberly Park used Opportunity Culture teams strategically to ensure that all students receive excellent instruction even when the school has persistent vacancies or long-term substitutes; using Opportunity Culture roles has also led to increased stability, with a high teacher retention rate and strong applicants for MCL roles. "
Nominator_2023-11_Barr Foundation_CityLab Innovation High School,Barr Foundation,Anonymous,845,CityLab Innovation High School,CityLab High School,Revere,MA,Revere Public Schools,"CityLab Innovation High School in Revere, MA is now in its second year of existence as an Innovation School. CityLab is a conversion of SeaCoast High School, which was previously the traditional alternative high school in Revere Public Schools. CityLab's mission is to reimagine the high school experience by utilizing the city as a lab for learning. They leverage partnerships in the community to create opportunities for their students to find passions and viable options for their postsecondary endeavors. CityLab students have access to high-quality early college and career pathways, and are expected to earn 15-30 college credits in addition to earning their high school diplomas."
Nominator_2023-11_Barr Foundation_Monument Mountain Regional High School,Barr Foundation,Anonymous,846,Monument Mountain Regional High School,Monument Mountain Regional High School,Great Barrington,MA,Berkshire Hills Regional School District,"Monument Mountain is building out a proficiency-based assessment system and has been de-leveling their academic coursework to ensure that all students receive an equitable and high-quality academic experience (at the school, this is referred to as “leveling up.”) Monument Mountain has also established a robust student advisory board that is a model of youth-adult partnership in school governance where students have real voice in school policies and practices. "
Nominator_2023-11_Public Impact_Margaret Hearne Elementary School,Public Impact,Anonymous,847,Margaret Hearne Elementary School,Margaret Hearne Elementary,Wilson,NC,Wilson County Schools,"Margaret Hearne Elementary and its district are part of the national Opportunity Culture initiative in which schools extend the reach of excellent teachers and their teams to many more students, for more pay, with regular budgets. In the 2022-23 school year, Hearne exceeded state expectations for learning growth—after failing to meet growth expectations in 2019—and moved up from a D to a C school performance grade. Hearne, which has one of the highest percentages of economically disadvantaged students in its district (91%), achieved one of the district’s highest school growth indices. The foundation of the Opportunity Culture model is the Multi-Classroom Leader, or MCL, role, an excellent teacher who leads a small teaching team, providing instructional guidance and frequent, on-the-job development while continuing to teach part of the time. Hearne used this role and other team teaching roles to focus on student data analysis that guides increased small-group instruction and tutoring for all students. 

"
Nominator_2023-11_2Revolutions_Upton High School,2Revolutions,2Revolutions,848,Upton High School,Upton High School,Upton,Wyoming,Weston 7,Upton High School in Weston 7 is committed to the work of meeting students where they are and preparing them for postsecondary life through competency-based approaches to assessment and reporting and they're willing to push the boundaries of what's possible in the process.
Nominator_2023-11_2Revolutions_Dondero School,2Revolutions,2Revolutions,849,Dondero School,Dondero School,Portsmouth,NH,Portsmouth (SAU52),"Dondero School recently became a Blue Ribbon school. They promote not only student agency but also teacher agency. Their leadership team models servant leadership, promotes whole-child learning, and upskills educators in the building to make learning fun for students. "
Nominator_2023-11_Getting Smart_Ellemercito Academy,Getting Smart,Getting Smart,850,Ellemercito Academy,Ellemercito Academy,Los Angeles,CA,,"Ellemercito Academy (Los Angeles, CA) is a non-profit using first generation teachers to serve high needs K-12 learners. They offer real-world, highly personalized, and transformative education with an experiential, trauma-informed, and holistic learning approach."
Nominator_2023-11_Getting Smart_Gem Prep Online,Getting Smart,Getting Smart,853,Gem Prep Online,Gem Prep Online ,"Emmett, Lewiston, and Payette",ID,N/A,"Gem Prep Online (multiple locations in ID) offers Learning Societies in rural communities providing flexible, high quality, public charter education options. These small-group learning hubs are designed to each serve 30-40 students in grades K-12 online and with in-person learning activities including academic support, group projects, and social time with friends. "
Nominator_2023-11_Transcend_Jackson Hole Classical Academy,Transcend,Anonymous,855,Jackson Hole Classical Academy,Jackson HOle Classical Academy,Jackson ,WY,,"As a school in the classical liberal arts tradition, the Academy believes that the pursuit of truth always begins with a sense of wonder. Students can love to learn what is true, good, and beautiful through a joyful discovery of the world around them and their own expanding potential."
Nominator_2023-11_Transcend_Savannah Legacy Academy,Transcend,Anonymous,856,Savannah Legacy Academy,Savannah Legacy Academy,Savannah ,GA,,"vision for our Savannah Legacy students are for them to develop into well-educated youth, who grow in knowledge from our academic program. Our students should graduate with wisdom and know how to use their knowledge in a real-world setting."
Nominator_2023-11_Transcend_Springfield Legacy Academy,Transcend,Anonymous,857,Springfield Legacy Academy,Springfield Legacy Academy,Springfield,MA,Springfield Empowerment Zone Patrnership,"One of just two dual language middle schools in the state, Legacy Academy centers on bilingualism, biculturalism, and biliteracy in Spanish and English.
Staffed by over 60% bilingual educators — several of whom are from Argentina, Columbia, Jamaica, Mexico, and Spain — the school implements the only public school sports education model in Massachusetts, built on the framework of the Fugees Family network of schools, designed explicitly to support emerging bilinguals through a focus on the universal language of sport.
Legacy’s small, grade-level Community Learning Teams ensure deep personalization and individual support to students."
Nominator_2023-11_Transcend_Tyee High School,Transcend,Anonymous,858,Tyee High School,Tyee High School,Des Moines,WA,Highline School District,"Tyee High School offers a specialized CTE pathway called WELS. The WELS program partners with Waskowitz in developing environmental educators. WELS students are given the opportunity to learn how to build relationships with younger students, create engaging lesson plans, practice leadership skills, and connect with nature. WELS students will have multiple opportunities to go to Waskowitz to be a high school leader."
Nominator_2023-11_Transcend_Prichard Preparatory School,Transcend,Anonymous,859,Prichard Preparatory School,Prichard Prepartory School,Whistler,AL,,"Pritchard academy was founded with the belief that given an opportunity for a better education, children could fight poverty and achieve success,"
Nominator_2023-11_Transcend_Hollister Prep,Transcend,Anonymous,860,Hollister Prep,Navigator Schools Hollister Prep,Hollister,CA,Navigator Schools,Navigator Schools hones students' leadership skills and enhances their ownership over learning through the Navi Squads student-led small-group instruction model. 
Nominator_2023-11_Transcend_Launch Expeditionary Learning Charter School,Transcend,Anonymous,861,Launch Expeditionary Learning Charter School,Launch Expeditionary LearninG Charter School,Brooklyn,NY,,. Launch’s mission is to prepare students to thrive in college and careers by providing a public education rooted in active learning experiences and powerful character development.
Nominator_2023-11_Transcend_Girls Athletic Leadership School - Los Angeles,Transcend,Anonymous,863,Girls Athletic Leadership School - Los Angeles,GALS LA,Los Angeles,CA,Girls Athletic Leadership Schools,"The mission of GALS is to empower students to succeed academically, lead confidently, live boldly and thrive physically.. It is a single gender (female identifying) college prep school that focuses heavily on identity development, social-emotional learning, physical development, and relationships."
Nominator_2023-11_Transcend_Jumoke Academy,Transcend,Anonymous,864,Jumoke Academy,Jumoke Academy Charter School,Hartford ,CT,,Jumoke's mission is to prepare children to successfully compete in the global marketplace despite the social and economic challenges they may presently face. The academy is dedicated to rigorous academic and social standards achieved by holding high expectations for all students during challenging instruction.
Nominator_2023-11_Transcend_Breakthrough Village Prep Cliffs,Transcend,Anonymous,865,Breakthrough Village Prep Cliffs,Breakthrough Village Prep Cliffs,Cleveland,OH,Breakthrough Public Schools,"In addition to preparing students for the postsecondary pathway of their choice, Breakthrough Village Prep Cliffs prioritizes belonging and awareness. They use the Compass model to support their comprehensive human development approach. "
Nominator_2023-11_Transcend_The Foundations School,Transcend,Anonymous,867,The Foundations School,Center for Creative Education,West Palm Beach,FL,,The Center for Creative Education's mission is to transform teaching and learning through creativity and the arts.
Nominator_2023-11_Transcend_Coker-Wimberly Elementary,Transcend,Anonymous,868,Coker-Wimberly Elementary,Coker-Wimberly,Edgecombe,NC,Edgecombe County Public Schools,Coker-Wimbley is currently using the Number Lab math instructional model to accelerate math learning. 
Nominator_2023-11_Transcend_Breakthrough Montessori Public Charter School,Transcend,Anonymous,870,Breakthrough Montessori Public Charter School,Breakthrough Montessori Public Charter School ,Washington,DC,District of Columbia Public Schools,Breakthrough Montessori partnered with the National Center for Montessori in the Public Sector to implement their highly-structured and student-centered approach. 
Nominator_2023-11_Transcend_Hialeah Gardens High School,Transcend,Anonymous,871,Hialeah Gardens High School,Hialeah Gardens High School,Hialeah Gardens,FL,Miami-Dade County Public Schools,Hialeah is implementing NAF's Career Academies model to support career readiness through a career-focused curriculu and work-based learning. 
Nominator_2023-11_Transcend_Innovation Heights Academy,Transcend,Anonymous,872,Innovation Heights Academy,Innovation Heights Academy,Burien,WA,Highline Public Schools,"Innovation Heights Academy strives to be a flexible learning option for students. They are a half day program, where students can engage in experiential learning, practice habits of life balance, and accelerate their progress toward graduation.

To provide flexibility for students, Innovation Heights Academy operates on a half day model. Students come to school Monday through Thursday for either the morning (8:30-11:30am) or afternoon session (12:00-3:00pm).

Students have the opportunity to progress toward graduation faster. Students can earn up to 9 credits in a year, as compared to 6 credits in a year in a traditional model. 

Instruction at Innovation Heights Academy is two hours each day. Students engage in project-based learning through cross-curricular learning blocks. Learning focuses on developing real-world skills which will be related to students’ individual goals. 

In order to ensure that they are preparing students to be successful in life beyond high school, they allow space for students to learn about life balance and wellness. Students spend one hour a day focusing on physical, mental, and social wellness.

Fridays are required for students who are struggling with attendance, behavior, or grades each week. Weekly, students meet with their advisor to discuss their progress toward their goals and determine if they need assistance re-engaging in their work. If students are making adequate progress on their goals, students can still come on Friday for access to clubs, community partners, and other connections."
Nominator_2023-11_Clayton Christensen Institute_Old Brook High School Parma Campus,Clayton Christensen Institute,Clayton Christensen Institute,873,Old Brook High School Parma Campus,Old Brook High School - Parma Campus,Parma,OH,Oakmont Education,This program has an impressive approach for engaging students in career and technical education.
Nominator_2023-11_Clayton Christensen Institute_Frederick Douglass High School,Clayton Christensen Institute,Clayton Christensen Institute,874,Frederick Douglass High School,Frederick Douglass High School,Euclid,OH,Oakmont Education,This program and it's broader network have an imporessive approach to incorporating career and technical education.
Nominator_2023-11_Clayton Christensen Institute_Liberty High School,Clayton Christensen Institute,Clayton Christensen Institute,875,Liberty High School,Liberty High School,Dayton,OH,Oakmont Education,It's career and technical education program.
Nominator_2023-11_Getting Smart_Science Prep Academy,Getting Smart,Getting Smart,876,Science Prep Academy,Science Prep Academy (SPA)/The Neurodiversity Education Research Center (NERC),Phoenix,AZ,,"Science Prep Academy (SPA in Phoenix, AZ) is a program of The Neurodiversity Education Research Center (NERC) that offers an ESA-funded microschool interdisciplinary STEM education for neurodivergent youth from grades 6 to 13. This inclusive model teams with Banner Medical Center for an ESA-funded grade 13 internship experience combined with employability and independent-living skills training to help young neurodivergent students transition into productive adult life."
Nominator_2023-11_New Tech Network_Owensboro Innovation Academy,New Tech Network,New Tech Network,877,Owensboro Innovation Academy,Owensboro Innovation Academy ,Owensboro ,KY,Owensboro Public Schools ,"Since it's implementation in 2015, Owensboro Innovation Academy (OIA)  leaders regularly attend NTN professional development trainings and workshops to continually improve their classroom instructional practices and receive coaching services and ongoing support.
The community partnerships program at OIA has created opportunities for students and community members to connect over shared projects — so much so that OIA was recognized in early 2022 by the Greater Owensboro Chamber of Commerce and named Education & Workforce Development Institution of the Year. “OIA creates a love for knowledge and intellectual curiosity, and creates learners that contribute back to the local economy,” said Chamber President Candance Brake. “The community partnerships with OIA also help many people in these companies rediscover their passion. Working with young people is where you find relevance in your work for the next generation. They spark a passion that always ignited us, and help businesses reconnect with that.”
Brake also states that the students benefit from the networking aspect inherent in community partnerships. “Students will develop pathways to careers locally, and get people to become their champions — people that will help them access college, internships and eventually, a career, if they build and maintain those connections.”
At OIA, those partnerships are an essential piece to students’ college and career readiness skills, valued so highly that school leadership lobbied the district to provide a part-time staff position to manage and grow community partnerships.  
“I was handling the curriculum and the duties that come with being principal, but I knew this piece was so important. We needed dedicated resources.” The school’s community partnerships liaison splits time between teaching special education and managing community relationships for OIA; many, who Benjamin cites, return each year to collaborate on projects. “We were fortunate to have a community that bought in from the very beginning, and now, they have someone they can contact, and say, ‘we want to get on board’.”
OIA’s successful community partnerships program includes the local headquarters of businesses like Southern Star Pipeline (who provide volunteer judges and help with the school’s robotics tournaments), Puzzle Pieces, a nonprofit dedicated to helping children and adults with disabilities (where students have donated 3D puzzles they’ve created for clients) and the Chamber of Commerce that connects students with business leaders in the area. 
The sustainable structure of OIA’s project-based learning academy is a result of years of hard work, dedicated leaders and community partners, and a commitment to working through a process that provides the best outcomes for its students. “You can’t just copy [a model] and think it’s going to work,” said Benjamin. “You have to work through the process. And we wouldn’t be where we are today without our community, and those relationships, along with our curriculum and the rigor that’s part of that. New Tech Network is definitely the one to credit for that.”
"
Nominator_2023-11_New Tech Network_Aiken New Tech High School,New Tech Network,New Tech Network,878,Aiken New Tech High School,Aiken New Tech High School ,Cincinnati ,OH,Cincinnati Public Schools ,"Aiken's innovative learning environment reimagines the purpose of 'school' by establishing a student-led community garden, serving as an immersive outdoor classroom. Diverse students intertwine academic studies with community involvement, embodying culturally sustaining education that nurtures social-emotional development and sharpens skills vital for college, careers, and advocating for civic justice. Aiken students (ages 14-18) serve as environmental justice advocates and engineer an ethically sourced, student-roasted, and freshly brewed Career and Technical Student Organization (CTSO) agribusiness. As an intended project goal, students have attended and presented their pathway projects at national conferences such as the National FFA Convention. Each has demonstrated 
Premier Leadership over their 4+ years of Agriculture. Each has “evolve” throughout high school. Our classes are preparing each student for next level success in college, career, and civic life. On another pathway, Aiken also provides students with the option of connecting culinary skills with food grown in their on campus, community garden. Agriscience and Agriproduction is the Career Tech Pathway we have at Aiken. For a number of years now, Aiken's Agriculture Career Tech Program has partnered
with La Soupe to teach the process of transforming raw ingredients into delicious meals. The campus's collective goal is to reduce food waste while increasing the distribution of healthy and financially available food to combat food insecurity. Part of our Agriculture curriculum is “Food Science” in Strand 7 where “learners apply principles of biology, chemistry, and physics to the research, development, production, processing, and distribution of food products meeting quality assurance standards in a system that is safe and secure.” One avenue Aiken teachers take to address this standard is with La 
Soupe and our roasting of coffee with La Terza. The other avenue is training  Ag Students to be GAP (Good Agriculture Practices) Certified.

"
Nominator_2023-11_New Tech Network_Samueli Academy,New Tech Network,New Tech Network,879,Samueli Academy, Samueli Academy,Santa Ana,CA,Orange County ,"Samueli Academy emphasizes student empowerment by involving them in decision-making through a student advisory council. Students actively shape their education by selecting pathways, courses, and engaging in project choices within classes, even participating in teacher interviews.
Engineering classes culminate in the Orange County Maker Challenge, allowing students to showcase their work and manage intricate projects independently. The school instills a sense of ownership and responsibility in its students, providing a platform for their voices to be heard in significant school decisions. Moreover, seniors participate in internships and present their experiences during ""senior defense,"" demonstrating their growth and problem-solving skills.
Samueli Academy's commitment extends beyond graduation, particularly supporting foster youth, a crucial element of its mission. The school offers wrap-around services, and upcoming facilities include a dormitory catering to foster youth, ensuring comprehensive support during their stay, with ongoing alumni programs ensuring continued success post-graduation. However, these exceptional programs come at an additional cost, with Samueli Academy relying heavily on fundraising efforts to bridge the financial gap, demonstrating its commitment to providing an exceptional education. 
Last, to combat the ongoing educational obstacles stemming from the pandemic, specialized academic instruction was amended to reflect remote/distance learning which included push-in Zoom support in designated Zoom courses (e.g., English, Math, Science, Spanish) on Mondays, Wednesdays, and Fridays in accordance to student’s IEPs. Instructional Assistants and Resource Specialist also provided additional academic intervention/supports on Tuesdays and Thursdays via small group instruction in Zoom sessions to supplement core Math, English, Science courses. Education Specialist and Resource Specialist provided remote/distance learning academic support during and after school hours where students and families had access to connect via cell phone, email and Zoom meetings. Speech and Language Pathologist Assistant, Occupational Therapist and Educationally Related Mentally Health Services (ERMHS) counselors conducted designated weekly sessions with students in accordance to student’s IEP via Zoom and conducted check-ins with students with disabilities (SWD). The Educational Specialist, Resource Specialist and Instructional Assistants also monitored the academic progress of SWD weekly, communicated on a regular basis with teachers, and communicated with SWD families/guardian on a regular basis.  Approximately 64% of students enrolled at Samueli Academy are Unduplicated Students (low-income, English learner, Foster youth). The following is a description of the services we provided to meet the needs of  Unduplicated Pupils (UP). The Leadership Team in collaboration with support staff communicated regularly to assess and document student needs and ensure appropriate supports and resources were provided in a timely manner. The Student Success Coordinator also serves as the Homeless and Foster Youth Liaison and has closely monitored this vulnerable student population through check-ins, to ensure they had access to curricular and instructional materials, Chromebook, internet access, access to food, clothing and shelter, academic and social-emotional support, during school closure. These students received priority for the dissemination of Wi-Fi Hotspots, funds through our partnership with United Way.  The   English Learners received both designated and integrated English Language Development (ELD) via distance learning using English 3D ELD Curriculum. English Learners received additional written instruction and video support during Distance Learning. Designated ELD and academic support for ELs was provided by a credentialed teacher and the Student Development Coordinator. Their teachers provide daily office hours in addition to small group and 1:1 instruction. Samueli’s bilingual school support staff also communicated with families on a regular basis to identify family needs and provide resources. 
"
Nominator_2023-11_Transcend_Soar Academy School and Tutoring Center,Transcend,Anonymous,880,Soar Academy School and Tutoring Center,Soar Academy School and Tutoring Center,Augusta,GA,,Soar Academy's goal is to offer curriculums that focused on each student’s individual learning styles and to provide a non-traditional school design that would fully engage students.
Nominator_2023-11_Transcend_Detroit Achievement Academy,Transcend,Anonymous,881,Detroit Achievement Academy,Detroit Achievement Academy,Detroit,MI,,"Detroit Achievement Academfocuses on developing and nurturing the whole child through multiple dimensions of student achievement: a commitment to mastery of knowledge and skills, character development, and high-quality student work, alongside efforts to cultivate authentic and joyful community engagement."
Nominator_2023-11_Transcend_Valor Academy Middle School,Transcend,Anonymous,882,Valor Academy Middle School,Brightstar Valor Academy Middle School,North Hills,CA,Brightstar,"Bright Star Valor Academy Middle School is not just focused on academics and postsecondary preparation, they see their primary goal as preparing kids to be the person that they choose to be and being able to be that person at the highest level to fulfill their potential. They understand that it takes a whole adult to raise a whole person, a whole student, whole child and they implement the Compass model to help them do that. "
Nominator_2023-11_Transcend_Transformative Leadership Academy,Transcend,Anonymous,883,Transformative Leadership Academy,Transformative Leadership Academy,Monahans,TX,-,"Using the Universal Design for Learning concept, the Transformative Learning Model truly integrates student centered learning with 21st century skills and achievement, preparing students to become the next generation of leaders."
Nominator_2023-11_Transcend_H.D. Cooke Elementary,Transcend,Anonymous,884,H.D. Cooke Elementary,HD Cooke ES ,Washington,DC,District of Columbia Public Schools,H.D. Cooke Elementary School utilized the Whole Child Model to provide holistic support to learners that is trauma informed and multi-tiered.  
Nominator_2023-11_Transcend_Raisbeck Aviation High School,Transcend,Anonymous,885,Raisbeck Aviation High School,Raisbeck Aviation High School,Tukwila,WA,Highline Public Schools,"Teachers and students engage in authentic, in-depth learning experiences in the context of real-world aviation and aerospace. Learning occurs in a coherent manner through challenging inquiry and project-based curriculum. Learning takes place inside the school and out, in cooperation with community, business and higher education partners. Partnerships provide human talent, facilities, technology and other resources necessary to prepare students for the ever-changing world of work and education."
Nominator_2023-11_Transcend_Indi-ED,Transcend,Anonymous,886,Indi-ED,Indi-ED,St.Petersburg,FL,,
Nominator_2023-11_Transcend_Eagle Rock,Transcend,Anonymous,887,Eagle Rock,Eagle Rock ,Estes Park,CO,-,"Eagle Rock School implements effective and engaging practices that foster each student’s unique potential and helps them use their minds well. Eagle Rock School serves adolescents who are not thriving in their current situations, for whom few positive options exist, and who are interested in taking control of their lives and learning. "
Nominator_2023-11_Transcend_Liberty Collegiate Academy,Transcend,Anonymous,888,Liberty Collegiate Academy,Liberty Collegiate Academy,Nashville,TN,RePublic Schools,"RePublic's Computer Science for All model builds technical skills in programming and computer literacy as well as soft skills like leadership, teamwork, communication, problem-solving, a strong work ethic, flexibility/adaptability, and interpersonal skills."
Nominator_2023-11_Transcend_Learning Academy at Teton Valley,Transcend,Anonymous,889,Learning Academy at Teton Valley,Teton Science Schools - Teton Valley Campus,Driggs,ID,Teton Science Schools,TSS offers a place-based learning model that leverages project-based learning and is deeply entrenched in the local community. They also offer tranings for teachers to support their model.
Nominator_2023-11_Transcend_CREATE Conservatory,Transcend,Anonymous,890,CREATE Conservatory,CREATE conservatory,Mount Dora,FL,,CREATE Conservatory is reimagining education and helping gifted and creative students discover and achieve their mind’s fullest potential.
Nominator_2023-11_Transcend_DreamHouse ‘Ewa Beach,Transcend,Anonymous,891,DreamHouse ‘Ewa Beach,DreamHouse 'ewa Public Charter School,Kapolei,HI,,"The school promotes active, collaborative, inquiry-based learning through a culturally responsive pedagogy and a culture of high expectations."
Nominator_2023-11_Transcend_Eagle Academy High School,Transcend,Anonymous,892,Eagle Academy High School,"Eagle Academy High School, West Ada",Eagle,ID,West Ada School District,Eagle Academy in a small school environment using Building 21st model to support students. 
Nominator_2023-11_Center on Reinventing Public Education_Aldine Young Women's Leadership Academy,Center on Reinventing Public Education,Center on Reinventing Public Education,893,Aldine Young Women's Leadership Academy,Young Women's Leadership Academy,Houston,TX,Aldine Independent School District,
Nominator_2023-11_Center on Reinventing Public Education_Ermel Elementary,Center on Reinventing Public Education,Center on Reinventing Public Education,894,Ermel Elementary,Ermel Elementary,Houston,TX,Aldine Independent School District,
Nominator_2023-11_Center on Reinventing Public Education_American Indian Magnet School,Center on Reinventing Public Education,Center on Reinventing Public Education,895,American Indian Magnet School,American Indian Magnet School,St Paul,MN,St. Paul,
Nominator_2023-11_Center on Reinventing Public Education_Txuj Ci HMong Lower Campus,Center on Reinventing Public Education,Center on Reinventing Public Education,896,Txuj Ci HMong Lower Campus,Txuj Ci HMong / Phalen Lake HMong,St Paul,MN,St. Paul ,
Nominator_2023-11_Center on Reinventing Public Education_Txuj Ci HMong Upper Campus,Center on Reinventing Public Education,Center on Reinventing Public Education,897,Txuj Ci HMong Upper Campus,Txuj Ci HMong / Phalen Lake HMong,St Paul,MN,St. Paul ,
Nominator_2023-11_Center on Reinventing Public Education_McDonald Middle School,Center on Reinventing Public Education,Center on Reinventing Public Education,898,McDonald Middle School,McDonald Middle School,Mesquite,TX,Mesquite Independent School District,
Nominator_2023-11_Center on Reinventing Public Education_Our Lady of Lourdes Elementary School,Center on Reinventing Public Education,Center on Reinventing Public Education,899,Our Lady of Lourdes Elementary School,Our Lady of Lourdes Elementary School (Wíŋyaŋ Wakȟáŋ Owáyawa),Porcupine,SD,Red Cloud Indian School ,"This K-8 school serves students on the Pine Ridge Reservation, scaling practices incubated in a local dual-immersion Lakota microschool. These practices include language education, outdoor hands-on learning, year-round school schedule, staff co-planning time, and introducing more learner voice and choice. Attendance and engagement rates are increasing based on early surveys of studetns and families. This is the next step for the school which has been transitioning from a Catholic boarding school to a Lakota-led learning environment that centers students' language, culture, and agency."
Nominator_2023-11_Center on Reinventing Public Education_Mountain View High School,Center on Reinventing Public Education,Center on Reinventing Public Education,900,Mountain View High School,Mountain View High School,Mesa,AZ,Mesa Public Schools,
Nominator_2023-11_Center on Reinventing Public Education_Morgan Oliver School,Center on Reinventing Public Education,Center on Reinventing Public Education,901,Morgan Oliver School,Morgan Oliver School,Atlanta,GA,,"As an independent microschool, Morgan Oliver School uses an antiracist and culturally affirming curriculum designed to nurture young people to be allies and activists for social justice. Students learn in multi-age groupings and learn through projects and experiences. The school has a strong commitment to instructional rigor and quality, and wants to ensure that if/when students return to the public school system, they are prepared to succeed at grade level work. The school has a high standard for staff qualifications and training."
Nominator_2023-11_Center on Reinventing Public Education_Harris Elementary,Center on Reinventing Public Education,Center on Reinventing Public Education,902,Harris Elementary,Harris Elementary School,Houston,TX,Aldine Independent School District,
Nominator_2023-11_Center on Reinventing Public Education_Whittier Elementary School,Center on Reinventing Public Education,Center on Reinventing Public Education,903,Whittier Elementary School,Whittier Elementary School,Mesa,AZ,Mesa Public Schools,
