"Value","Frequency","Variable"
"Evolve Academy is a project-based, competency-based pathway that builds on the individual strengths of students who have disengaged from traditional high school. We empower youth to develop the mindsets and skills to succeed in high school and achieve their goals for post-secondary education and employment. We build a culture of holistic support, promote rigorous, student-centered academics, and facilitate real-world opportunities to learn and serve in the community.",1,"student_experience"
"FLHFHS's academic program stresses intellectual development and political and social involvement in our society.",1,"student_experience"
"FMHS is a community that empowers students to be life-long learners, critical thinkers, allies and leaders in their own lives as well as in their communities. Our goal is to empower students to be the leaders of tomorrow by working to model what it means to be in collaboration with one another through thoughtful and meaningful conversations, restorative practices, and shared celebration. FMHS graduates are prepared to enact change in the real world when they move on to their next chapter. We celebrate each individual member's strengths and diversity, encourage collaboration, and inspire equity-driven, empathetic life-long learners.",1,"student_experience"
"Founded in 2015 with students in grades K-4, Charlotte Lab school has grown to now serve 1000 students in grades K-11. Charlotte Lab School uses the community as a classroom to provide personalized, engaging, and authentic learning experiences designed to prepare students for lifelong wellness and success in college and a global workplace. Guided by its core values, known as the Lab Way, the school creates unique and engaging learning experiences for its students.",1,"student_experience"
"GLVP is designed to put the student in the """"""""driver's seat"""""""" of his/her/their own education. Students choose each course on their schedule from a robust catalog. The catalog choices are driven by student and family input.",1,"student_experience"
"Goshen Post continues to be a strong academic school providing authentic learning experiences through a Project Based Learning framework. Through the PBL process, students not only excel in academia but also 21st century competencies. Collaboration, Creative Thinking, and Problem Solving are essential elements for the Goshen Post Student. Through authentic learning experiences, students are provided with purposeful learning opportunities.",1,"student_experience"
"Heritage Academy is a unique charter school of choice designed to meet the academic needs of the children in the Magic Valley. The school opened in August, 2011 and serves approximately 175 students in grades K-8. The school is served by 25 staff members and an administrative staff of four. The Middle School Program (this application is for the middle school) has approximately 60 students and many have enrolled because they have struggled in larger schools. Heritage Academy offers a more personalized environment with a high level of support for at-risk students. Students achieve more success and report feeling welcome, cared about and able to perform better because they are treated as individuals and they know the adults in the building care about them. The culture at Heritage is one of the achievements for which the school is recognized and is one of the things staff members are most proud of at the school. The other area of strength for which Heritage stakeholders are proud is our academic growth. Teachers at Heritage help students set aggressive goals for growth in academic areas.  In several recent years, Heritage has been among the top 25 Idaho schools for growth in reading achievement.  Heritage Academy students also participate in enrichment clusters and elective classes that include students from all grade levels and require students to develop authentic (“real world”) products and services.  Past clusters have focused on topics such as woodworking, music, art, recycling/upcycling, wilderness, jewelry, robotics, etc.  Students work together in these cluster and solve community problems or develop products and services that benefit the local or larger community.   Heritage Academy is a school where students, families and staff members feel valued and able to work toward goals that help both individuals and our community thrive.",1,"student_experience"
"Heron School is a private, secondary microschool located in Moab, Utah serving neurodivergent learners ages 13-18. Heron School supports all learning profiles and specializes in working with students labeled as “twice-exceptional or 2e”, where the student is an above grade level learner (academically gifted or talented in one or more areas of interest) and has a qualifying learning <dis>ability such as autism, dyslexia, and/or ADHD.",1,"student_experience"
"I Dream Public Charter School's learner-centered, strengths-based approach is a collaboration between the learner, staff, and the family, and incorporates the assets of the community into instruction and learning. We achieve this approach in four powerful ways:  1. Joyfully Rigorous Learning. I Dream PCS learners learn how to learn. They engage in learning that makes them think deeply and delve into challenging text and math problems like detectives. They experiment, write, problem-solve, and research independently and with their peers and adults (called “coaches” instead of “teachers”) to learn Common Core State Standards and to answer their questions about themselves and the world around them. It’s the challenges that make them grow and learn who they are.  2. Dream Time. I Dream PCS learners have weekly Dream Time to identify and explore a curiosity or interest they want to learn about. Curiosity breeds deep learning and innovation. Coaches working with learners conference with and observe them in Dream Time to document the skills learners use in their deep learning and to guide them to transfer the skills and knowledge to their academic learning, or apply the Common Core State Standards they learn in academic classes in Dream Time.   3. Social-Emotional Learning. Research shows that learners who engage in social-emotional learning demonstrate better academic performance, positive attitudes and reduced stress. I Dream PCS learners meet daily in Community Time with their coaches and classmates to develop their emotional intelligence and healthy relationships with themselves and others.  4. Customized learning. A Customized Learning Plan (CLP) is a living document created with each learner, their family and coaches to identify learning targets and action steps towards mastery of math, literacy, social-emotional learning, and dreamer goals. CLPs are a learner-centered assessment practice to build ownership of learning through continuous goal-setting, reflection and mastery of standards. I Dream PCS learners understand what they have learned and communicate why they learned it, and demonstrate progress and achievement of CLP goals.",1,"student_experience"
"Icon Preparatory School is a unique HBCU elementary school with high student expectations that serves the urban core of Jacksonville, Florida. We focus on the whole child and empower our students to become great. Our classes are small and we use technology as well as the arts to keep our students engaged at a high level.",1,"student_experience"
"In 2012, we embarked on the creation of the Beacon Schools model, a groundbreaking approach to education that aimed to provide our students with the best possible preparation for their future success. Through our innovative programs, including blended learning, enrichments, character development, and critical thinking, we have been able to deliver a personalized learning experience that has garnered national recognition. The positive impact we have had on our students' academic growth and the multitude of opportunities we have offered them have led to a significant increase in demand for our innovation schools (GBMS & KBMS). We take great pride in what we have achieved so far and are excited to build upon our successes to better serve the students and families in Southwest and Southeast Denver. Our success has always been rooted in listening to and responding to the voices of the communities we serve. This is why, every three years, we revisit and renew our innovation plans, ensuring that we stay aligned with the needs and aspirations of our students, parents, and educators.",1,"student_experience"
"In an urban setting where many scholars of color and children in poverty are not meeting grade level standards and schools are struggling to meet learners’ needs, St. John Paul II Catholic School is successfully educating every child, regardless of academic background, through its intentional, personalized instructional approach. Our strong vision is rooted in our core belief that each unique learner at St. John Paul II has gifts to celebrate and that every child can achieve at high levels.  In partnership with the University of Notre Dame, we use blended learning, which combines targeted, personalized online lessons, small-group learning, and classroom instruction to fill the gaps in each scholar’s knowledge.  At the same time, our teachers employ instructional methods that help every scholar successfully work with rigorous grade-level material.  This ensures that each child, at every academic level, will experience growth with the goal of reaching grade level proficiency.  Our scholars take ownership of their education and collaborate with teachers to create individual learning plans that identify their goals for academic growth and incorporate parent participation.  We continually measure scholar growth, which allows us to determine the specific areas in which a scholar needs more care and attention.  We partner with families to prepare each scholar for high school success, with expectations that they will graduate and seek higher education. Children come to know they are beloved by God, and they are inspired to use their talents to positively transform the world.",1,"student_experience"
"In the spring of 2014, a team of Kingsport City School leaders and administrators met to conceptualize an innovative course of action to meet the needs of the 21st century learner. This team worked to create a vision that embraced the ideas of virtual and blended learning, engaging and relevant digital content, robust instructional technology, powerful data analytics, and the importance of teacher/student relationships that would support a learning environment that emphasized personalized learning.    This vision was implemented in the fall of 2014 with the opening of DB-EXCEL (Excellence in a Creative Environment for Learning).  From its initial stages, the program included an intentional focus on professional learning and a continuous process of reflective evaluation. These mindsets extend throughout the entire school as a defined focus for both students and staff. The fabric of DB-EXCEL is woven with a thread of personalized education experiences for all that support student success in college and career.",1,"student_experience"
"Innovation Academy is a STEM Focused PreK-5 elementary school. STEM Themes are used to teach all content areas. In grades PreK-2 we use STEM Integrated Thematic Units. In grades 3-5 we use a Project Based Learning approach. Students are engaged in hands-on, minds-on units of study throughout the day.",1,"student_experience"
"Interactive inquiry-based via outdoor/place-based integrated curriculum and pedagogy.",1,"student_experience"
"Juab High School’s purpose and mission focus on the idea of student empowerment through guiding beliefs and commitments. Juab High School’s guiding commitments are aligned with Juab School District Vision and Mission.  One of the key tenets of our school board’s mission and vision is a focus on the whole student. At JHS we have used Portrait of a Graduate and PCBL work to embrace the goal of whole child support. Our students define their own success through the opportunities that we provide at the school.   We use a standards-based report card that allows us to report by the student, by the standard. There is a consistent throughline from the school mission, our actions and beliefs, and our classroom commitments.",1,"student_experience"
"Kids are seen and heard and treated as equals.  We often say to kids, """"""""we're built for you to find your thing and we can't start building your personalized framework until we know what's in your heart and mind"""""""".  We want kids to explore, connect, engage, heal, and grow.  We're built around the idea of match quality which means that we want to instill a drive in children to never stop exploring until what they do for a living is also what makes them happy, gives them purpose, and is innately connected to their inherent aptitudes and what they believe in.",1,"student_experience"
"KIPP DC Promise Academy is a high achieving school that focuses on ensuring that all students are seen, loved and heard! We champion diversity, equity and inclusion and believe that culturally responsive approaches to learning are at the center of the work we do. With that in mind, our student experience is described below: -Students are heard: We take time to cultivate systems that allot for student voice in the classroom and in decisions across the school. Students are expected to share their truth when something bothers them and when they are engaging in content. Our annual equity audit also allots space and time for students to share inequities that they see. -Students are loved: We take time to understand our students in our social-emotional programing that is designed by our staff and students for our students. We tackle issues that students face in order to be responsive to need. -Students are seen: We welcome students every single day into our school with a hug and warm smile. We engage in restorative practices with all students so that students understand the value of sharing their truth and trusting that we will see them first, not the situation!",1,"student_experience"
"Many of the Map Academy students who arrive at our doors have become disillusioned with their high school experience. They are unsure what to expect, and unwilling to accept the old structures and culture they previously experienced. While Map Academy students are held to the same standards and requirements to earn their high school diploma as all Massachusetts students, their pathways are designed for each student to succeed in ways that work for them. Right down to the design of our building, Map Academy puts students at the center. The student experience at Map Academy is not like your old high school. We put an emphasis on forming personal relationships between our staff and each student. And we back up our focus on individualized learning with the technology that makes it possible. Each student’s schedule is responsive to their passions and goals, barriers to success, current learning targets and ability to demonstrate competency in a given subject area.",1,"student_experience"
"Mission: Empower young people to live lives of their own design.   Vision: Happy Kids, Engaged in Healthy Relationships, on a Path to Gainful Employment.   Our Approach:   Signature design elements at all grade levels will serve as a catalyst for creating interest-based, authentic learning opportunities unique to each student. Design elements include:  Advisory  Often described as a “second family” by students, an advisory is a core organizational and relational structure that nurtures belonging. Learners stay with an advisor and a group of fellow classmates for multiple years, building close personal relationships that last a lifetime. Advisory experiences intentionally cultivate a learner-centered mindset by inspiring learners to develop the agency, skills, dispositions, and abilities needed to take charge of their learning journey. Advisors stand alongside students as they explore their passions and interests and help students turn challenges into learning opportunities.  Competency-based  Each student is a unique individual with knowledge, skills, and dispositions developed through learning experiences inside and outside school. Our competency-based system creates equitable learning structures and conditions that empower each student to meet rigorous, common expectations for learning through timely, differentiated support. Central to our approach is an intense focus on student growth through meaningful feedback and permission for them to show how they are progressing in many ways.  World of Work A national leader in early childhood career development, the Cajon Valley World of Work initiative engages students in hands-on experience right in their classrooms with a wide variety of careers, preparing them for their futures. World of Work uses each student’s interests, values, and strengths to tailor exploration, simulations, and virtual field trips with career professionals. Beginning in the Freshman year, all high school and post-secondary students will leverage early childhood interest exploration to identify and serve off-campus internships with highly qualified mentors. Local partners such as San Diego Workforce Partnership and Biocom are already playing a role in defining World of Work opportunities and engaging with our students.  Difference Making On-campus studio exploration empowers student entrepreneurs, makers, and inventors to impact their communities and world through their work and ideas. Students engage in community-based projects that tap their interests and strengths to make a meaningful difference in others’ lives. Their impact is amplified by our school’s multilingual, multiliterate, and multicultural approach to learning. An example may include designing, building, and installing an equine sensory trail for children with autism.  Family Connection Accomplishing our vision challenges us to think differently about how we work together with students, families, and our community. Truly personalizing education beyond mere academic work involves looking at each student holistically. Families know their children best and they must play a proactive role in their children’s learning, collaborating in the planning and assessment of their student’s work.  Reimagining Postsecondary  Our goal is to push beyond dual and concurrent enrollment in community college to a coherent TK-14 experience, moving toward a strengths-based, truly personalized postsecondary experience that results in gainful employment opportunities in our immediate community. It is not our intent to partner with a community college to mirror or offer their program. Rather, create an integrated approach that builds on our World of Work initiative by extending internship and coursework beyond high school. Post high school students will maintain a relationship with an industry mentor and receive “wrap-around” services. Their Bostonia advisor, social worker, career counselor, and support staff will ensure an Associates’ degree and/or certificate of completion.",1,"student_experience"
"Noble has a proficiency-based (standards-based) system of teaching and learning. This system of instruction, assessment, and academic reporting is based on our students’ demonstration of what they know and are able to do. Work habits and academic achievement are reported as separate grades.",1,"student_experience"
"Our aim is to cultivate a community of learners where the wonderful in each student is known and nurtured, where learning is catalyzed by student inquiry and academic adventure, and where every graduate is prepared for college, work, and citizenship.  We hope each of our students, as EL Education says,  """"""""Gets Smart to Do Good.""""""""",1,"student_experience"
"Our curriculum is designed to develop students’ ability to think critically and creatively, collaborate with others, communicate clearly, merge knowledge from different disciplines, adapt technical skills to diverse needs and solve complex problems. Each term, students further develop these competencies while gaining exposure to a variety of themes and issues. At the heart of NuVu’s curriculum are studios, a series of immersive, interdisciplinary, three- to four-week projects. In a typical trimester, a student will participate in two different studios designed by our team of expert coaches. Each trimester ends with an open innovation period during which students have the freedom to dig deeper into a topic of particular interest from earlier in the term.  In studios designed for younger students, our coaches focus on supporting the development of foundational skills and creative confidence. As students learn to navigate open-ended problems, collaborate effectively, build empathy for others and communicate their ideas using a variety of media, studios become more sophisticated. This process eventually prepares each student to complete a 12th grade Capstone Project on a topic of their choosing.  Each year, the NuVu team develops a new assortment of studios that connect with the relevant issues and challenges of our time.",1,"student_experience"
"Our District Portrait of a Graduate Portrait of a Graduate guides innovative learning opportunities so that students have the opportunity to demonstrate learning in the areas of Skillful Communication,. Self Direction, Critical Problem Solving, Academic Success, and Stewardship. Our key innovation point is with the Stewardship aspect of our Portrait. With new programming in our Flexible Pathways C3 (Center of Community Connections) and CRAFT (Climate Resilience through Agriculture, Forestry and Technology) programs.",1,"student_experience"
"Our dual language immersion model reimagines the student experience and fosters success in a rapidly changing world by empowering students to drive their own learning. The Yu Ming Mandarin immersion model integrates innovative practices such as personalized learning, inquiry-based learning, technology, specialized language acquisition, and project-based learning. We balance rigorous academics with social-emotional learning through our Compass framework, which fosters relationship-based practices, self-knowledge, belonging, and deep community connections. We cultivate a learning environment representing almost 30 home languages, 35 cities and 75 zip codes in a school of less than 900 students. With a population of 90% students of color, our scholars are immersed in a global context every day, gaining deeper cultural intelligence by navigating —and celebrating — differences with their peers.",1,"student_experience"
"Our Field of Study at Compass Rose Harvest is agricultural science. Agriculture impacts the health and well-being of our bodies, communities, and planet. At Compass Rose Harvest, our students engage hands-on with plants and animals through exploratory and project-based learning. Through these nature-based experiences, our students develop a deep understanding of their role in contributing to a healthy self, community, and planet.  Each semester, students in grades K-12 work on an agricultural science project during their regular AgSci class and independently. Teachers decide how to build in project work time throughout other core subjects to reinforce connections between agricultural sciences and more traditional school work. At the culmination of each project, there is a presentation component that is designed by the student with teacher guidance. For example, Harvest students can choose to present in a gallery, present to their peers during weekly assembly, distribute through the Harvest family newsletter, post on the school’s Facebook page, or present at an evening or Saturday event.",1,"student_experience"
"Our goal is to create an environment that is trauma-informed, personalized, and constantly curious about how to prepare students for a future of financial freedom.",1,"student_experience"
"Our goal is to create optimal learning experiences by combining proven instructional practices with next-generation technologies and a unique classroom design with team teaching to for all students regardless of circumstance, parental education level, English proficiency, and prior learning difficulties.   Our vision is to create an exceptional teaching and learning environment which prepares students for rigorous postsecondary options.  We aspire to be a model for how to serve the diverse needs of Chicago’s middle and high school students.",1,"student_experience"
"Our learning environment creates learning that students can own, with a nexus in transferable skills grounded in individual department curricula and content. We recognize the unique capacity of all students and work to merge common practices that benefit all students with the cultivation of independence, personal responsibility, creativity, and empathy. Authentic learning and career pathways form the crux of many students' experiences at UHS. In addition to providing some focus to the program, students enrolled in career pathways at UHS graduate with industry-recognized credentials and coursework that supports placement in a number of post-secondary opportunities. Learning at UHS is highly personalized, student-centered, and bound to a balance between skill development and content mastery.",1,"student_experience"
"Our learning environment is designed for students to be conscious of their own growth and development as it correlates with our core competencies that prepare them for the 21st century. Individual reflections and group celebrations of growth in these areas happen each quarter. UHS Competencies: entrepreneurial mindset awareness of self and others equity mindedness and inclusivity creativity  collaboration curiosity self-efficacy judiciousness flexibility.  Additionally, students have an opportunity to plan their desired future with college and career in mind, long-term, but also with specific dual enrollment, internship, and summer programming in mind for their high school journey. We designed our dual enrollment track with the University of Memphis to provide high interest, high quality courses that meet industry needs for the future.",1,"student_experience"
"Our learning environment is designed to create a personalized learning experience in which every student is seen, known, and valued, and that their interests and career goals are incorporated into their projects so that they are engaged and feel the relevance of the work they do.",1,"student_experience"
"Our learning environment is designed to create a student experience that is at once engaging and flexible. We want students to feel trusted as learners and to feel known well by the adults in our community. We want students to feel that they can take ownership over their own learning spaces.",1,"student_experience"
"Our learning environment is designed to create a student experience that is personal; relational; relevant and rigorous. Students experience a learning environment where they are seen, heard, loved and everyone knows them on a first name basis. Students are encouraged to lead; share their voice and ideas; all while completing real-world learning connected to their passions and interests.",1,"student_experience"
"Our learning environment is designed to provide a challenging and rigorous education while meeting the needs of all students and establishing meaningful relationships. We hope to bring to life the passions and goals students have for themselves as transition to their adult life.  Their experience at Nokomis will hopefully be fruitful and memorable.",1,"student_experience"
"Our mission is for ecxellence and equity in a climate of respect, responsibility, and pride. Our school strives for this by cultivating strong healthy relationships. We believe we have as strong culture at CHS, and recognize not all students feel and experience that the same way. We continue to reflect on our practices and policies to improve our learning experience for all.",1,"student_experience"
"Our mission is to develop PreK - 8th grade students to be bilingual and bi-literate leaders who lead with compassion in service to their school and the broader community.  We work to ensure that our graduates are globally engaged, holistically prepared, leaders. To ensure our mission is realized our learner environment includes: * CREW - A focus on social and emotional learning  * Diverse opportunities for students to engage in learning beyond academics (Thursday clubs, electives for middle schoolers, performance orchestra and choir, sports, mentoring programs, etc.) * Extended learning outside of the classroom (6 fieldtrips a year for students, overnight trips camping and doing the civil rights tour in Memphis, various museums, colleges and universities), presenters coming into the school.  * Equity focused curriculum  *Project based learning with showcases 3-4 times each year  * Diverse staff * Student Leadership * Culturally immersive experiences (Dia de los muertos, Ramadan, Lunar New year, Black History infused throughout the year, etc.)",1,"student_experience"
"Our project-based approach with a narrative format allows for the learners to apply knowledge across subjects and disciplines allowing for deeper learning and understanding.  The daily learning objective is for each student to learn how to learn, learn how to do and learn how to be. Through personal empowerment, agency, and responsibility, character growth drives our curriculum with students taking charge of managing and governing their own learning path and school community. Each graduate will be equipped to lead an organization, create curriculum, and inspire others to follow a Hero’s Journey.",1,"student_experience"
"Our purpose is to provide a nurturing and safe school climate by building positive relationships, resulting in high academic and social achievement for ALL students. We prepare our students to become productive, lifelong learners, and responsible citizens. Our values are:  *Respect *Integrity *Collaboration *Perseverance *Growth Mindset *Hard Work *Accountability *Communication *Teamwork *Positive Relationships",1,"student_experience"
"Our school is based on a “small community” school philosophy. The maximum number of students at full capacity will be about 205 students. Our philosophy includes the belief that each student, even if they have not been successful in another school setting, will make significant progress with us. This progress will be led by one caring individual who helps them in academic, as well as non-academic, areas of their lives. This caring individual is called a Learning Manager and is the center of the model on which we base our educational program. Learning Managers use what is referred to as an IGP (Individual Graduation Plan) to help students gain credits, create standardized test score goals, create short-term and long-term goals, and to think about their future.",1,"student_experience"
"Our school is designed to center the identities and histories of our scholars, as these elements of their person are typically isolated or erased from curricula and/or taken out of consideration when developing instructional programming. The idea is to establish an environment where the whole child-- all parts of their identity-- are considered with intentional empathy and rigor to help them grow academically and as leaders.   Additionally, we support college and career readiness through the intentional development of a pathway to concurrent enrollment courses early in the High School Experience. There are career and mentorship opportunities through our Enrichment programming twice a week during the school day; we partner with local organizations to curate experiences for scholars to receive instruction in areas of interest like audio production, cybersecurity certification, coding and programming, and cultural exploration. Competency as measured by the ACCUplacer exam is a graduation requirement for our school district. We administer the assessment within the first 6 weeks of our scholars' High School experience as 9th graders. This serves as a benchmark for where they are in terms of accomplishing a graduation requirement and allows us to begin planning for the Spring semester course selections. Scholars who demonstrate competency become eligible for enrollment in courses that bear High School and College credit (Concurrent Enrollment). The ultimate goal is to ensure as many scholars as are eligible are able to take at least one Concurrent Enrollment Course and 35% of each graduating class will leave High School with an Associates Degree.",1,"student_experience"
"Our students engage in personalized learning, which means their learning is personalized for them academically, but they are also known as a person.",1,"student_experience"
"Our students explore a dual enrollment education within an inclusive, supportive, and individualized learning environment. Students are able to navigate the complexity of their own individual interests as scaffolded within a small, family cultural environment.",1,"student_experience"
"Our vision is to unleash human potential and agency and efficacy is at the core. Our students experience themselves as whole people who are supported to live their truth and learn to own and manage their time, space, and purpose/plan.",1,"student_experience"
"Revolution School is a place-based, intentionally diverse, small, community-partnered school in Center City. Our mission and purpose is to serve culturally, linguistically, racially and socio-economically diverse families and their students in Philadelphia who benefit from a personalized, community connected and safe alternative to public education. We believe that every student is entitled to a high quality, engaging and equitable education. Our sliding scale tuition model provides access and affordability for all.",1,"student_experience"
"Robust Career and Technical Education Pathways Strong Advanced Placement Program",1,"student_experience"
"Rodriguez is a lever for San Marcos CISD’s transformation of schools from traditional models into learning environments where students are empowered and motivated to reach mastery in highly personalized ways.  The instructional model of Rodriguez is reflective of the building itself, which is physically designed to facilitate future-ready learning. Driving pillars of the model include equity through personalized project-based learning, inclusion for all students, and justice through honoring and building upon the cultures, heritages, and family values represented in the student body. Rodriguez’s intentional design is responsive to the unique needs and interests of each student with future-ready outcomes framing the instructional design.   There are four guiding pillars that drive Rodriguez Elementary that includes innovation, academic excellence, diversity, and community outreach. These guiding pillars help drive a  variety of programs designed to meet the strengths, needs, and interests of different student groups.",1,"student_experience"
"Ruby Bridges Elementary is a fully inclusive school community centering on our commitment to each student: YOU ARE A LEARNER. YOU ARE A LEADER. YOU BELONG HERE. We are a school community focused on creating the conditions for our students to experience all of the dimensions of belonging in a supportive, universally designed learning environment.  We utilize inclusionary principles and practices to bring this vision to life including: * Inclusive Mission and Vision * Universal Design for Learning  * Flexible Service Delivery * Core Master Schedule * Collaborative Planning * Co-Teaching.  Our work to ensure learning, leading and belonging for each member of our community is grounded in a belief in the competence and potential of each student as a member of the general education classroom when given supportive, relevant and universally design learning experiences. Students experience the full range of learning supports and extensions as members of their classroom community and as a school community, we actively work to disrupt injustice in all forms. Our students experience community learning with learner variability is the constant and the development of understanding of self, learner attributes and the tools for learning best is just a part of each and every school day. As our students experience learning in community they are encouraged to welcome differences, to explore how they learn best and are given the necessary support to thrive.  The Ruby Bridges Elementary community and culture is often described a “special” in its positivity, warmth and the genuine feeling of possibility brimming from each classroom. Our school is a family of diverse members, each coming with unique backgrounds and experiences, and our goal each day is to amplify the strengths of our community and affirm our students along their pathway in elementary school. We believe that students who learn together learn how to live together.",1,"student_experience"
"SBC is a holistic learning environment designed to elevate young people’s voices in creating the future they envision for themselves and their communities. We are committed to liberation by working to affirm young people’s identities, honor their lived experiences, and, through a focus on enduring skills and social justice, provide a pathway to a fulfilling future for every child.",1,"student_experience"
"Scholars at Frederick County Middle School participate in the tradition four core content classes for 50 min each day.  Each and every scholar has innovation hour for 50 minutes every other day.  Every scholar gets to choose their class for the last 40 minutes of the day.  Lastly, we have a team of combined 7th and 8th graders that engage in self directed learning experiences for half of their day each and every day.",1,"student_experience"
"Since its inception in 2021, The Lab School of Memphis has offered a learning environment focused on fostering educational innovation and opportunity. As a non-profit education startup, we seek to advance a model of education where learning thrives everywhere, not just in school; where young people and their families are empowered to shape their own educational journeys; and where entire communities contribute to the education of their young people. In 2023, in collaboration with families and community partners, we launched New School Learning to reimagine middle school with offerings that are relevant, experiential, and open-walled. We partner with out-of-school organizations to develop capacity and resources to imagine greater educational possibilities and programming that is learner-centered, empowers youth voice, and fosters choice and agency. We collaborate with universities and community organizations to research best practices for hybrid and community-based learning that can inform and influence what happens in all schools.",1,"student_experience"
"So, what does learning at Embark look like? Let’s start with a story.  “How can we reduce the environmental and social impact of our shops?” The managers of Pinwheel Coffee and Framework Cycles asked this to Embark students early in the school year. And, they spent the next two months answering it. Students started with an environmental audit of the shops. They identified issues like plastic and paper use, rubber and metal waste, production of coffee, tea, and milk, and materials that bikes and components are made of, among other things.   In many places, the learning would stop there but at Embark we strive to go deeper. Guided by the educators, students explored their chosen issue. In science, they tackled topics such as properties of matter, chemical change, and erosion. In social studies, they identified countries where key products are grown, mined, or produced. They researched government structures and policies related to their issue to understand the impact.  What really sets Embark apart is that the learning and work has real meaning and impact.  Students used their research to create formal presentations to the shop managers. Once accepted, students got to actually implement their recommendations in the shops. Students wrote the text and designed posters to inform Pinwheel patrons about why almond milk now costs extra. They worked with bike manufacturers to stock new more sustainable brands at Framework. They worked with the local government and nonprofits to create a rubber recycling program for used bike tubes. In short, they made real change happen.",1,"student_experience"
"Student Driven Practices  Relationships First: Gordon Bernell staff know establishing positive relationships and providing a safe space for authentic engagement with students is the first task in promoting lasting re-commitment to education.  Individualized Learning Plan: Gordon Bernell has adopted simplified core components of the special education IEP for all students; understanding that instruction, interventions, and related services are most effective when tailored to the needs of each student.    Focus on School and Community Engagement: Gordon Bernell recognizes that engagement with the school community can lead to engagement with the larger community, encouraging students to take leadership roles, complete community focused projects, and increase their civic awareness and participation.   Guided-Paced Academic Progress: Gordon Bernell student progress is supported by academic and social-emotional advisors to ensure students are consistently hitting academic targets.   Mastery-Based Curriculum: Gordon Bernell curriculum is framed through a mastery-based lens to ensure students can apply and build on learning.  Flexible School Schedule: The North 4th campus offers daytime classes and an evening school schedule to allow students to engage in school programming at a time that is most convenient for them.  Additional asynchronous off-campus virtual or module-based learning opportunities accommodate the diverse needs of students.   Multiple Learning Platforms: Gordon Bernell offers direct instruction, small classes, online curriculum and hard copy individualized enrichment modules made to reflect Common Core Standards.   One-on-One Coaching: All Gordon Bernell students are able to schedule one-on-one coaching and academic support with any teacher at their campus to ensure students have the content support they need to gain subject mastery.",1,"student_experience"
"Students are creators of their own destiny. Each student goes through a self-discovery process about their strengths, what they love to do, and a problem they want to solve. Then they explore the careers that are possible in that arena. """"""""Know thyself, deploy thyself!""""""""",1,"student_experience"
"Students are empowered daily to own every aspect of their learning from developing their own schedule, their own projects, how they demonstrate mastery, and how quickly they move ahead. Our students lead the way at Launch and it helps them develop as leaders today and into the future.",1,"student_experience"
"Students are guided to gain the knowledge and offered experiences needed to be successful outside of the school walls.",1,"student_experience"
"Students are immersed in real-world and real-life learning opportunities. The beautiful of the Colossal Academy model is that lessons are relevant and build skills that students will take with them into their adult lives.",1,"student_experience"
"Students are known, honored, & served individually in a program that is designed to improve their holistic well-being, preparing them for college, career, and a healthy life.",1,"student_experience"
"Students are more aware and have a personalized learning opportunity during our flex days.  Students are able to spend more time in classes they need help in and less time in classes they are already doing well in or are ahead.  Students are given a more personalized approach and are able to get one-on-one help or small group.",1,"student_experience"
"Students at Manara Leadership Academy, thrive in a safe, welcoming, and academically focused learning environment, with supportive content specific experts as teachers. High expectations, risk-taking, and student creativity is supported through engaging learner-centered activities for all students.",1,"student_experience"
"Students at Mission Vista have opportunities to learn about their own strengths, interests, and aspirations, and the nature of our bell schedule creates opportunities to explore those strengths and interests in a variety of unique course pathways.  Significant, intentional work has been done this year to ensure students know the pathways options available to them so they can be intentional with their course selections.",1,"student_experience"
